max_dif,OFV
1.361022652024424e-6,-1.3791570552257326e-8
4.5105303878210934e-4,3.7524040230607625e-7
9.566560864937568e-5,-3.3356279516283394e-8
2.064870746872581e-6,-5.53246337631208e-12
2.6243138525727794e-5,3.8190445650343463e-7
5.9649051285443067e-5,-4.8904825078466274e-8
6.229834149701352e-5,2.878032745456949e-7
7.625144527049002e-5,-3.759005551273731e-9
6.711186254226842e-7,1.9060681921700962e-7
1.4058230356564505e-6,2.540190280342358e-12
2.712751401706681e-6,8.791399253027521e-7
7.331002025434685e-7,-5.577399875278388e-9
4.168498659140596e-6,2.069914373237225e-7
8.942331874095544e-6,1.0529888072596805e-10
2.479863329130083e-6,-5.761427892991833e-6
2.5375125296336898e-5,1.0435128316998998e-9
1.2246616651889752e-6,7.983371830277974e-8
1.3089120637452267e-5,2.1846645026357692e-7
4.212021685101597e-6,-1.7138857799636753e-7
5.611831380555529e-6,-1.2290275464010847e-9
4.6670544850968554e-7,2.2866625926099005e-8
1.4778300236473196e-4,2.2288775358703106e-7
1.3485551126346529e-6,2.406630404294674e-6
2.372369438222166e-5,-1.3252878794389744e-9
9.491755057489115e-7,3.1666476729697024e-7
1.2617896478286927e-6,1.1435297153639112e-11
3.309959758668324e-6,-2.8526303772480333e-6
1.8193456248464038e-5,-1.594066034726893e-8
7.3716765746079105e-6,-1.71528243697594e-6
6.810220234590436e-6,2.9263880207963666e-9
1.4619603555532379e-5,-3.5113866303504437e-6
2.725408180674904e-4,4.6292133681902214e-8
7.216219218397768e-6,1.0589866406007786e-7
1.1914689465278294e-5,8.260236938895105e-11
1.9263427883053907e-5,4.6655637930825833e-7
9.008432892004814e-7,-2.1669890770681377e-8
1.876518145693673e-5,4.3581619735277854e-7
2.2300299832841985e-5,-8.732303058422985e-8
6.155201290880541e-7,-2.1703825439089997e-6
1.1768633200667789e-6,-4.293591260307039e-8
8.694439120118802e-7,-1.2278533745302411e-9
1.3075031221210925e-5,1.839973795547678e-7
1.951244555375986e-5,3.195874919370567e-6
2.7402086632995204e-6,1.5128345687287492e-8
5.018946718116091e-6,1.6847025108290836e-8
2.339606608964956e-6,4.371142559023156e-9
5.28012591293342e-5,-2.39291798287411e-6
4.45321601419274e-5,1.099378543756302e-8
9.078120681516033e-6,-7.725702886318686e-7
1.026478777603479e-5,6.635048066527816e-11
3.3888462085684967e-6,1.3158708611626935e-7
4.759643584099221e-6,-5.685765636087581e-8
9.594658743061757e-7,-1.909928215582113e-8
1.543369812950779e-6,-3.352541710910373e-8
6.785079626037138e-6,1.786833152550571e-7
2.275608579270158e-5,2.7408297853526165e-9
6.133162158625249e-7,-1.3029535921305069e-6
9.900529362198707e-5,1.874056909656474e-8
3.3870613137601535e-6,-4.263085173761283e-8
1.2141591810805458e-4,-2.8396747220327256e-7
7.482636109668039e-6,2.194916710607231e-7
6.0643309670538326e-5,2.7637752086917544e-9
9.711066550233127e-6,-6.098738758453237e-8
1.1101679043556967e-6,-1.740144170980784e-7
4.672814550799043e-6,-2.6052273938148574e-7
9.418836356382687e-5,-7.511915045554929e-8
2.1500875539370856e-5,-1.555879336478938e-7
4.645208191243755e-5,-1.2027599360919794e-7
7.456319010579193e-5,-1.4590964408256468e-5
2.8051955189289934e-6,-2.140511039527837e-7
1.1933446230794065e-5,3.464935076635811e-7
1.1675373248580534e-6,-6.698424925843938e-9
1.6533630533440875,-7.909756249346934
5.353327522383822e-7,1.7958967646336532e-12
3.2656936770347755e-6,8.970641758310194e-7
6.448631865756116e-4,2.497854145744327e-7
1.251471514862601e-6,4.93592864359016e-7
3.7923607781875646e-7,4.774847184307873e-12
2.869881724376633e-6,-1.559462461386829e-7
6.575652835336988e-5,1.820394501805822e-9
2.7024165686895252e-5,-1.5884986126479816e-7
1.946268472809566e-5,7.891744147059399e-9
3.921660848504871e-6,4.778807618066594e-6
9.775028716210894e-6,2.3064207432810235e-8
5.229257622474393e-7,-6.76322287063158e-9
