eta.ETA_Cl,eta.ETA_Vc,eta.ETA_Ka,eta.ETA_Vp,ofv
0.3213245995505387,0.1054337032158098,-2.9933892097742533e-5,0.07956929137738006,21.61069555650966
0.008578095898109594,-0.001483928344081171,1.6572623522133363e-6,0.0026105233043848606,3.7019618399392633
0.7769321731236273,-0.12577357069937772,1.5928858045411483e-7,-0.00752964011965445,18.88211400038041
0.29914671274691584,-0.08615549330876482,-2.9011143942776756e-6,-0.0027593203061408813,4.8751670955005055
-0.25846596810385736,-0.1584483770957619,-5.696668761786196e-5,-0.10290957745289436,33.809078709295655
0.5165159751916426,-0.1414124461244621,6.924502863810895e-7,0.06345840591479161,5.523402896259356
0.22230029494446088,0.05260022744540847,-1.5124189890909297e-6,-0.0024500300292543613,34.21256905461173
1.472413125576466e-4,-2.8766305996702795e-5,-2.125065544117583e-6,2.846885637620345e-6,7.962480384374202
0.18737567799409935,-0.13536474486442157,-1.5242266171310496e-5,0.045960144790817774,36.190660664011936
-0.0805261881119788,0.00939345263589115,4.287746730498468e-7,-0.027400469344206976,7.654833979271498
0.6144963835493319,-0.3063414228014425,2.572695659748592e-7,-0.01350364415787267,38.236809961987966
-0.32424359999755803,0.06101316731243193,3.3595919577344237e-5,-0.008229970436115954,10.493826020297186
0.38408478533319107,0.326248221945394,-3.886887810150447e-6,0.0654956538710746,38.499845569187286
0.7534843597550004,-0.3450426536223541,1.0195893505777036e-6,0.17915007143054365,10.472882310626133
0.4498690635925621,0.08782598210172136,-2.1079393521798007e-6,-0.008835714027135042,40.47207351225222
0.004281180556943127,-9.281597793120742e-4,-7.023332875180601e-6,1.482216939854968e-4,9.903879407007933
0.07435498377521277,0.41045762753602805,2.4199352547833933e-5,0.01961551620038377,41.179694860213985
-0.4508478680248434,-0.017072577179494623,5.9430487429728424e-6,-0.16049472454551006,10.963741184794175
-0.021133751945461958,0.20976045629286041,-3.658751939079891e-6,-0.0030980834302211722,46.89161099121631
0.07102202125745455,-0.019136920974956048,2.1521820281589533e-5,-0.0030953892329268424,9.724797169872977
0.4383796501607606,0.20907646297046617,-4.502652714149769e-5,0.07832187691371431,22.036367497533302
-0.18123936119603118,-0.008387995005953542,5.537619585812416e-7,-0.07515810667095729,5.006470800374721
1.3102788000133074,-0.03799416046452348,3.11218525470346e-6,0.061609218999940644,24.149222010644042
0.33845501728560234,-0.09513519445634645,2.056965695482346e-6,0.009455348304329095,5.531488737211005
-0.6794704320185575,-0.42172893375899645,-1.7765989474123625e-6,-0.3101667077346361,39.8455826706856
0.4031517047814977,-0.1352768004994617,-9.327833381206032e-11,0.10978543523409075,6.327413467383709
0.2757087700525109,0.27640863898696916,-4.911001314673107e-7,0.0011629738493790086,33.58080597790969
-0.26712028539606664,0.05169423530189354,-5.81601012352908e-6,-0.006908573481983477,8.81244220358859
0.044433399526671455,0.19214046573806554,-2.087141925850812e-5,0.00143081675672491,35.94281042701364
-0.39370340211171195,-0.019505021927692587,-3.212236001109474e-6,-0.15437181573539638,9.357534677198935
0.01624006688214447,0.09995461195069982,1.1228382261371897e-6,0.0013355936266574975,40.328390346367584
-0.0526139705649961,0.013979088748425463,4.0399519622859705e-7,0.0035661395182267136,8.476394391333898
-0.524644554513565,-0.09163300508779458,4.667519564542961e-9,-0.28519450481340625,44.8160284291144
-0.013971892554472447,0.0020176429868059803,-1.2107395923499378e-6,-0.0047334255185108205,8.133177147056811
-0.032351749358206464,0.10802922351770856,1.9426648601198523e-5,-0.004751626623993426,42.78947684978328
0.18622045440947282,-0.046347774809795385,-7.102929518210709e-6,0.005081708291797626,9.633785617445993
0.015197724040210976,-0.49895615869915655,-4.008526866192122e-5,-0.01595271574851157,43.90329744054911
-0.20343268318410582,0.022702727457839723,1.291560144139332e-5,-0.05422534889274886,9.060610777000607
-0.5909728718884322,0.05752153469351786,-2.5828411616679268e-6,-0.04632090477486896,51.4201928452082
0.2047899139947767,-0.058314919252171575,7.099841710724622e-6,-0.01903640935624823,9.159755004122415
-0.2825676147184636,-0.1236852592019668,1.6047723774827024e-6,-0.13544691348418897,23.92869691156988
0.33117158064423247,-0.09130459701028326,-2.1861600138933516e-5,0.07234617719821373,3.335310626745832
-0.53587673764658,0.1404745098859001,3.042101982515214e-6,-0.042389036577729376,31.490760973714824
-0.06163925853498435,0.015429845854627366,2.1908332983712182e-5,0.0014831624606602147,5.270237382178271
0.2979507277990703,0.20529323869571192,-1.9475915884966097e-7,0.0893575680304186,31.23335107906385
-0.03671841374092477,0.0060265639584157465,2.2060433346415195e-6,-0.010248728422257072,5.83235813011312
0.3095078524706425,0.4244152836257678,3.9780897081321e-6,-0.0041810038950724614,34.21517811812945
-0.5799752940922784,0.042409406940181076,1.0221695766169946e-6,-0.04454217617383557,11.511911545602645
0.3611706589230406,0.12506170455594873,5.968746762349909e-7,0.06612718500591676,34.44999972323608
