max_dif,OFV
4.918357690376907e-6,1.090655921132111e-8
3.682258090370594e-5,1.655790971000215e-8
2.305451905533878,-1.1760299766798425
1.542091087772257e-4,1.4753986032900457e-8
4.820909298319798e-6,-2.3417614158915967e-7
7.503434518302265e-5,-1.6646571610046124e-7
2.4742735816873918e-6,1.8840770010797314e-7
7.540863349878024e-6,1.0482814616352698e-10
7.946861450891518e-6,-1.458467835391275e-8
2.3771662880089917e-6,-6.465938895416912e-13
1.1875462255606095e-4,5.330216481524985e-6
3.2092585708895505e-5,-9.515362719980658e-9
4.8765518930404816e-5,6.950257187554598e-7
6.919927316328955e-4,5.796963034043756e-7
2.9800489178555267e-6,-1.9342469670391438e-6
5.955185665521348e-5,1.7386678763386954e-9
2.1230072724254256e-6,6.043575950798186e-8
5.628642510345505e-5,1.6089578736000476e-7
3.11483592152495e-6,-6.551181854774768e-7
3.5683406263323225e-5,1.086820411444478e-8
2.946175866800488e-6,-1.5625190030732483e-8
7.93554879684466e-5,4.308208012560044e-9
5.154201632250388,1.4821547035889608
5.574969704275068e-5,6.429372589877858e-10
5.131282379000623e-7,-3.2259890758723486e-8
0.0014314361623982697,2.5985789715576857e-6
2.3584937740572798e-6,-1.5481796431515704e-6
8.896410051556503e-7,-4.2389411092358387e-8
6.75674572792051e-7,-1.1726178925641761e-6
6.246386643510293e-6,8.608509460827918e-10
5.1156735288437893e-5,6.196035187144844e-7
1.0785617006743575e-4,1.4579510931866935e-9
6.70349781017876e-6,-1.453402035167528e-6
2.466344899748965e-6,1.3148593325240654e-11
6.826889712541195e-6,2.3466093637125596e-6
1.496493526103801e-5,2.957083466981203e-10
8.656948827567845e-6,1.2874449950572853e-6
4.2123631213749485e-6,-2.7061407337214405e-8
7.689188205584063e-5,-3.4808510207540166e-6
0.0023189500607746494,5.8611314663892244e-6
2.2241523875976554e-6,-1.7612954650303436e-8
4.24663167232886e-4,-2.2485123762905346e-8
1.3129692925994974e-5,1.482740330516208e-6
2.6778743550059936e-5,-6.57076348886676e-9
2.676647479216143e-6,-7.062894269438402e-8
6.604641635669928e-5,6.874233715592482e-8
1.0532787639849772e-6,-3.013246438143824e-6
1.0099969711685475e-6,-5.2521510696124096e-8
7.0574169355186456e-6,-2.8105468885541995e-7
1.1093442820409027e-4,9.37493549457713e-9
8.185880110200827e-6,-5.562388807334173e-7
1.9156940675468803e-4,-9.965252623089782e-9
6.647798096753865e-6,5.361098942557874e-8
0.001419947794149605,1.2983301935776126e-6
2.8808782887006917e-6,-1.9875500356647535e-8
4.129889306164064e-5,-1.0680034101540059e-7
4.4587152996378165e-6,-1.26274511558222e-6
1.2294331476347953e-4,1.1041684899737447e-8
0.0016972070875901912,4.262427927059775e-6
7.538692123887358e-7,-1.5329364444482962e-8
1.3487723689031839e-6,-6.132522756274739e-8
3.328271748405387e-6,8.691891650869366e-11
1.7036457209353498e-4,2.6146784541936086e-6
0.0012968535542383641,1.6954056514251192e-6
2.986271783456118e-5,-1.0074856646724584e-6
5.651369807936346e-4,9.352346752589114e-8
5.55237693600219e-6,-7.07051128756575e-8
3.0156269455128282e-5,-1.3411062482759917e-8
1.0566372573600491e-5,3.616600707800899e-8
6.640102524970749e-6,8.243703497612387e-9
1.414853694909901e-4,2.595308701813792e-5
4.7027962120985145e-6,-2.3089022604949605e-7
1.5559619557306559e-6,-6.609887037711815e-8
1.6504413755868974e-4,2.084457229045711e-8
7.31316569935192e-6,-5.586988010009009e-7
9.771802691701734e-6,-3.847073060114781e-8
0.23048751393451972,-51.95744959701602
2.0505533403825105e-5,-1.9250965266337516e-9
9.250663087545519e-6,-3.1321912388193596e-6
4.090327072645006e-6,-1.0911252346090805e-8
1.1614729875919494e-4,-1.9786727229131884e-5
0.0011066491118575383,1.0930438829603872e-6
2.8392993888237683e-6,-5.697663070236558e-7
5.9190458036595395e-5,-4.943122000611311e-8
2.8735042355565454e-6,1.4611387655349972e-9
5.356664046096693e-4,2.215758163615078e-7
9.869062533173325e-6,4.017776547016183e-7
1.4965645799700639e-5,9.800818645544496e-8
5.411552435496958e-6,-1.6180970092705138e-6
5.75085695723801e-5,-3.009858975389079e-7
5.88572171916768e-6,-7.758636968446808e-7
6.157613005687568e-5,2.2765771490185216e-9
3.4461936020968587e-6,-7.251208700154166e-8
6.923041858988843e-5,3.6734659758508315e-9
3.368766566513859e-5,1.958725057704669e-6
1.5472530656979178e-4,1.796418480637385e-8
2.442549735509614e-4,-8.894116234614557e-7
1.599215704093937e-4,1.9572558684899377e-8
1.6683024510100175e-4,9.616757925101638e-6
2.080998892639574e-5,1.861140574987985e-9
2.1529779195006427e-6,-3.897134213559639e-6
8.963232070410831e-5,1.217298404299072e-7
4.857744603498082e-5,2.2501870944324764e-7
2.0391492230192876e-4,8.937966144983989e-9
1.72621727895228e-5,3.1802702693539686e-7
3.453116790965577e-5,1.263688975683408e-8
2.818643734481263e-4,1.0882389585020746e-6
3.4562071304800046e-4,4.111898244119061e-8
3.983330808976504e-6,-3.2549478845567137e-7
1.4320713720789024e-4,1.5826416621678163e-8
7.808559912003687e-7,2.121092919082912e-7
2.547617421139736e-4,3.299041928528368e-8
2.5428006014127646e-6,3.186717378866888e-8
2.7947378754744623e-4,6.817088848976027e-8
3.1391946648529068e-6,-3.264769503630305e-7
1.9377137054199522e-4,2.8289227849143117e-8
7.398729601870713e-6,1.5128464525560048e-7
1.9594980168707865e-5,2.7124613666273945e-10
2.6680693349101503e-6,-7.433439108694984e-7
6.220333872132555e-6,-7.75339437097955e-9
6.7019164767812e-6,1.3407902699213992e-7
6.319216726169419e-6,2.9755753416793596e-11
4.058727600955714e-5,4.30229718517694e-7
3.176035764942964e-5,8.547376140199958e-8
1.824678530729651e-4,2.9595233996815296e-7
1.8406556973349364e-4,3.341437704307282e-8
7.140219451212682e-5,5.428430682741237e-7
7.3967524013840436e-6,-2.0049633064900263e-9
1.675957926761118e-5,-3.9589831857256286e-8
8.601769467070364e-6,-1.6567870630979087e-8
2.1589165969181856,-1.2920712190467514
5.1305136293988e-5,-1.0125233984581428e-9
2.128049376048935e-6,-1.0464454192060657e-8
0.0013792339786797836,2.768204998560009e-6
4.936024787571824e-6,-6.876300062685914e-6
1.4389368045486517e-5,-1.107209612882798e-7
1.9058241795355535e-4,-4.084534251092009e-5
3.939000118538538e-6,1.283773087834561e-11
1.5362638307592213e-5,-2.324283393306814e-6
3.979787085914288e-5,-1.6476295883194325e-9
3.0334224120354136e-6,9.440821280293221e-8
2.506677055456896,1.7541220933774926
2.4180323114442182e-4,1.0361525042412723e-6
7.04702445546157e-5,6.327632195990418e-9
1.4538117338869228e-6,3.5852060875640746e-8
2.603405737319209e-4,6.203828739614892e-8
2.1755754427352225e-6,-6.959311100729337e-7
5.719889720618987e-4,-4.3793133611223084e-8
2.860934515218627e-4,-2.9593009571726725e-6
2.417634673496094e-4,5.405348613152228e-8
1.2825593667331603e-5,-1.503345071540707e-6
1.4364252129267507e-4,1.4979673501613888e-8
1.105135832901727e-6,-1.696962925734624e-8
3.189241821320854e-4,9.136862022529613e-8
7.200619586367196e-6,-1.8720630592383714e-6
2.414527381470674e-5,2.158573764177163e-9
1.1871750432712602e-6,-9.754233332159856e-8
5.16227236655939e-4,6.694850513966344e-7
3.0138408413260542e-5,6.134106641297876e-6
4.2758442967805177e-4,1.756949878917169e-7
1.513838286415492e-5,7.750823982632937e-8
4.5793967481533304e-4,1.6534717262040033e-7
3.342393306116076e-5,-2.0174220907165363e-6
7.725754830072429e-4,6.243849264286894e-7
2.8491626530430247e-6,1.6280180403782651e-7
5.82640649880381e-6,-2.0433370551131702e-9
7.213435675135216e-5,-5.1343200258457955e-5
8.009502277687985e-5,3.622114874701765e-7
9.901331662565127e-6,2.2104250874122044e-7
3.4680557697630565e-4,2.8742181967800207e-8
5.979392418420382e-6,-7.934370032103288e-7
4.736347676307859e-6,-4.2461678617655707e-10
1.1188766681868856e-4,2.0125685011862515e-6
4.635696990579197e-6,2.4840574042173102e-11
4.222036258783035e-5,-2.3794787651354454e-6
9.137460003647568e-4,9.533889593349443e-7
1.3876775871546343e-4,7.173135685434318e-8
3.712613489093193e-6,1.8705037518884637e-11
3.608928593903382e-4,-2.743979656827378e-7
2.8384378616935768e-5,5.921041434930885e-10
6.580511090081842e-5,9.440053769793622e-6
2.0918940006742215e-4,3.550254157325128e-8
1.853310329202884e-6,7.998863793545752e-9
1.1880049328435657e-4,5.0991046940396245e-9
6.29198111448126e-5,-9.153128033290159e-9
8.417718724434281e-6,1.7478285485594824e-10
4.552125260182116e-6,-5.026755118819892e-7
1.708816499498833e-5,-5.182219098287533e-9
5.4209387864156966e-5,-2.2426345140047488e-5
3.9275369957592066e-4,2.009390680512979e-7
2.7870235586591185e-6,5.123813551222156e-7
2.0521402620217455e-5,2.19859686012569e-10
1.3455647989157882e-6,-6.648941308640133e-8
4.2755614379053064e-5,1.2007630445509676e-9
7.918865977174505e-6,-1.444265564032321e-6
1.959433475008654e-6,-8.739908707866562e-8
6.63894075779714e-5,-8.113177827340223e-7
1.3354557040250875e-5,-1.3093490736082458e-9
8.028778505864143e-6,1.6008079484208793e-7
0.0016953318688626151,2.846704537873279e-6
4.976121494859598e-6,-5.400790037413117e-8
3.052261032953085e-4,2.5726813041027086e-8
8.262272942483051e-6,5.054448848795801e-6
2.8132277956022245e-4,-1.6500321248225092e-7
1.5638387338112736e-4,-9.440453752063149e-8
9.687931377755366e-5,-3.832953954230334e-8
1.1117411000879929e-4,3.96377993894248e-6
9.065560216362512e-4,1.1247209990017382e-6
8.53888151519655e-7,2.4130014253387344e-7
1.114059605571583e-5,9.547029833356646e-11
6.871154791254774e-7,7.595841893248689e-7
1.2766924219204112e-4,1.2842544805380385e-8
5.408661109795876e-5,7.431413351355332e-8
7.286728018582878e-4,4.5391147884821237e-7
5.103053419652781e-5,-4.591517054564065e-6
2.34966264591574e-4,6.470398483671147e-8
2.185218222048313e-4,5.7842321510293e-7
1.1968500143561336e-5,-1.383788017506049e-8
1.0195055243800155e-5,3.752650528099366e-7
3.5972422770501333e-6,-9.950748847131763e-8
1.9053295138404813e-5,-1.1568032221020985e-7
5.018796062940256e-6,5.782307965773725e-11
1.884582240518906e-5,-1.206495980454747e-6
8.239931526203836e-4,6.997293611199495e-7
1.7432100899175684e-5,-2.236375351571951e-8
1.0569685120610794e-4,8.270918172570418e-9
8.834532951640384e-6,-1.0674829734824698e-5
1.1962540575249925e-4,-2.149267830375834e-8
1.1590979139830537e-6,9.019314006764034e-8
0.0019584261163569927,3.996347277102075e-6
4.780138835952519e-6,-2.409461963281956e-6
5.043617970884595e-5,1.7442660649180652e-9
4.069395579453516e-6,-3.0950886298342084e-10
1.3830520855723227e-4,4.689635346721843e-9
1.0642100559676848e-6,-3.1748926687669154e-6
0.002128806043861564,4.922838998666634e-6
1.0871056837502557e-5,-6.131929808361747e-8
7.4243236845017435e-6,8.877698576270632e-11
1.8941126282145948e-6,3.5756530536446007e-7
6.094810048376531e-5,2.6127420227339826e-9
3.0254216646374843e-6,1.3364326889586664e-7
0.0013247457195697532,1.7782091212836804e-6
2.828001415239312e-6,1.427876910042869e-7
1.3992100508550265e-4,1.6887813369947935e-8
7.472139649353227e-5,-3.6822118687496186e-7
0.0013503799565904862,2.685367765487001e-6
2.0236778136206723e-4,-4.045474984337716e-6
1.486703336404105e-4,1.4438394568827562e-7
1.258596178832505e-6,-1.838607985860108e-7
1.59228557687352e-4,2.004392296584001e-8
1.865262524614053e-5,-5.313775233162232e-7
1.937335497440018e-5,4.2447112491572625e-10
1.1583332482612008e-4,3.392547249347899e-6
1.0205807499205632e-4,1.6228822197206227e-7
2.562327678715115e-6,-7.112292408351095e-7
5.4721294257598085e-5,2.0220287666461445e-9
4.207803740108318e-6,6.782537553817747e-8
4.290060071202029e-5,1.2261676118896503e-9
2.3275832126135043e-5,-3.933356417462619e-6
1.6578052844072044,-53.31045901467641
9.01366470151821e-6,2.4488960193025378e-8
1.0091258688657567e-5,3.332196740757354e-10
4.664383029362451e-5,9.290977995846106e-7
9.211375122825452e-6,-9.791527588731697e-10
3.802032740973793e-5,-2.3007526550600232e-8
7.654324479593466e-4,5.426838753930241e-7
3.913842530750555e-5,4.0832755132669263e-7
0.00125937321161107,1.7007027741655634e-6
2.7851318084137766e-5,-1.0717626963696603e-7
3.3566128896933556e-6,2.6650681661521958e-11
2.848902441732193e-6,-2.717742127344991e-6
1.0240974670364805e-4,7.89366616515963e-9
1.8857380395254086e-6,7.910073875905255e-7
8.385564541257828e-5,5.300131888930082e-9
2.8173247477975005e-5,5.25660269090622e-7
2.2876266179139293e-6,-2.1784534709468062e-7
1.1034774437734818e-4,1.5667268371544196e-8
1.4811902370910623e-6,-1.9244073001800643e-9
6.0551714386788275e-6,4.729400870928657e-9
3.0200324384038746e-4,-1.1090006957203968e-7
8.597559990830561e-6,2.5878041043370104e-8
6.514741219959264e-4,1.6091802503837016e-6
2.0004399596429412e-5,-3.7121517237892476e-7
3.598570277627e-5,-3.829993300286105e-8
1.5137184778968304e-06,-5.812241710145827e-8
3.505587901541096e-4,1.1670164745680722e-7
5.2892187758085685e-6,1.75699817361874e-7
1.7984505790574756e-6,-4.450784629739246e-9
1.3599426273214199e-5,1.9942707041309404e-8
0.0014922064921960576,3.392446254579795e-6
1.752045481318021e-5,7.389054211159873e-6
2.7005420762664378e-5,6.202061086924004e-10
2.6412771439476845e-4,5.0425203177439926e-6
3.423729684287613e-5,9.454277360987362e-10
1.705929067841172e-6,4.3472178390402405e-7
1.9558222939969339e-4,2.9649392274677666e-8
2.3112407049330486e-6,9.872610462480225e-8
1.9678053032393117e-6,8.272493801086966e-12
7.743564091056143e-6,-1.5067556020653683e-6
1.7274622187472832e-5,2.651567854172754e-10
0.0010433656621537946,-4.5231727563432855e-6
4.695605993282337e-6,-1.1403500366213848e-8
1.0528147159183376e-5,-4.674716471697593e-7
9.693496025864334e-7,-9.094352648730819e-8
2.200339507947291e-4,9.506479869969553e-8
2.3908109188394006e-5,-9.96617899318153e-9
5.742775106509779e-6,-6.608638898342178e-7
0.0017092583712637888,3.5023482771734393e-6
1.4448460970584165e-4,1.720272337024653e-6
5.807827622630879e-5,9.558765867723196e-8
1.4180720835366145e-6,-7.855653905153304e-8
1.6504816851479531,-52.39150450469717
5.783427678929254e-6,-3.7337656522140605e-8
4.103201855268357e-5,9.10097250894637e-8
5.3730431324248984e-5,1.7838566179761983e-7
1.7014791099632942e-5,2.873292714866693e-10
3.268916755894136e-5,1.2860082421184416e-7
7.050572632597615e-5,4.0243008925244794e-9
1.6104122140488797,1.5196726690288642
7.249199096115433e-6,3.926810876464515e-9
1.0644153736638629e-5,1.7038133393043609e-6
3.1519982127276025e-5,6.429292653820085e-10
3.433630921367836e-6,-2.2906757521923282e-6
5.956317908164532e-4,3.1069736583511087e-7
1.2914052108792262e-5,9.018090807444423e-8
1.0929849261875901e-5,3.842437479306682e-9
2.1844448979846387e-5,4.903803230149606e-8
6.870678454455881e-4,5.226313968265117e-7
1.3067169850611293e-5,-2.02274378580114e-7
9.08614023197446e-5,9.102930249582641e-7
4.32631883462431e-6,1.7862182133399074e-7
1.5104145284633441e-6,-7.406303126344937e-8
4.969017536926579e-5,1.5949558900274496e-6
4.306278657117274e-6,9.325162864115555e-11
