eta.ETA_Cl,eta.ETA_Vc,eta.ETA_Ka,eta.ETA_F1,ofv
0.4277399877026425,0.0942632939417291,-0.07761267166973466,-0.2998473086643579,15.833821492498625
-0.2976508130619978,0.011902456669022959,-0.012672667287637978,0.1333621184647607,4.334620493431561
0.6606096886253888,-0.23422780198047383,0.0594755062008355,-0.23854439709532088,10.888437109021039
0.19630747218642153,-0.09168097274727917,0.008553544763618606,-0.053725279122944156,3.2218808713569103
-0.2874331373596718,-0.1613226021061498,0.07850601145807343,0.20180133836749134,30.790926597195018
0.2281617263755251,-0.12998975582737135,0.00868806511770489,-0.05036942257406965,3.663629392350864
0.2649912142080904,0.04391566070121406,0.06077357787987677,-0.16735411702393915,27.297892761773973
0.1921750068726055,-0.06359187404538989,0.010133703104296999,-0.06642997294256549,6.136306226643587
0.48255921481793895,0.04592752290367531,-0.05019497345920195,-0.3041336543158689,28.94745637026133
-0.41935424260759196,-0.03742444724945459,-0.018906479711088022,0.20505308833400143,9.06739688333062
0.45879241623184824,-0.49914092862177495,0.21072592174336882,0.01996238018539159,33.0167305565233
-0.21659375547863802,0.07548757000775146,-0.006304932728652937,0.06812507547204488,8.40624956210474
-0.025347258715667623,0.09986232573771552,0.20146275354161067,-0.03798872241238181,34.99905459828566
0.588458918641778,-0.24431415257841127,0.04919885729895695,-0.1882242065030995,8.800763985938822
0.23387067251612606,-0.04566375941571306,-0.14127093060832907,-0.09877309797893104,35.11905524552408
0.11631714414448782,-0.035088730466986004,0.0057485047761073665,-0.04145646015623752,8.22409476718858
0.05049279400041203,0.3929135206716823,-0.444321526113896,-0.2491467237536268,36.18006388528369
-0.5213949284373088,0.006522722346828372,-0.01830245115663793,0.2281892128897608,10.787605282937777
-0.11350698523170621,0.1310132714111172,-0.0974345520393793,-0.008795079913043426,41.60870780723337
-0.03586474383132191,0.017413580525032453,-0.0011090965374147164,0.009177603740878386,8.261608102406681
-0.035807950061790085,0.2266709765297394,-0.3156152044714513,-0.10021252262631679,17.241042022014796
0.04894472508613464,-0.0011342166858980226,0.0030454750514099043,-0.02419619141905145,3.5102103678714878
0.9850231341648655,-0.31105831290167657,0.17093834390781615,-0.4042603219482986,14.789117581791663
0.13458688989695014,-0.03210819938371199,0.007372471500504492,-0.05258469537895732,4.2821704739618305
-0.5467271079212318,-0.12017058744124923,-0.019878505363126662,0.28607144619975694,32.31420426886874
0.3612962187631169,-0.15544254685048686,0.021307407488695522,-0.10851575111645986,5.252793399904566
0.1941600280676513,0.3212303507432275,-0.0712879444645866,-0.29548003480567153,27.634290604011316
-0.3740624931035742,0.10196752898098696,-0.010120954027587985,0.12738872839469156,8.316372737844532
0.18279674938721147,0.17010474351635008,0.24404735453839418,-0.19321870315992654,31.044215099833128
-0.45144324156510446,-0.01576890680919072,-0.018283685752554884,0.2092598971563024,9.085947622262433
-0.01568179715056409,0.17900385639495311,0.004316379902258923,-0.0851450261388977,34.33455067624624
-0.275090401178746,0.12610471269424356,-0.0059614331064766326,0.07181271050706331,8.08139906639007
-0.527103372997283,0.04914273369408101,-0.45271364441405904,0.21354798826302426,40.54611505145846
-0.1638312784948084,0.007956226261371078,-0.007946244732576928,0.07501358538138034,7.951777170614335
0.035918346808474534,0.15829116123388362,0.1183956256624415,-0.10206321751097887,36.47153492703561
-0.18101305521108177,0.030869525024946238,-0.0073044234041167826,0.07233827542683759,9.50672408273887
-0.114374219942777,-0.41898515750948534,0.5148420026484382,0.2354238738229452,43.21206585377069
-0.12897626191644665,0.04586169541451939,-0.0042112841877298655,0.040701498640027575,7.544131208182381
-0.8360780305930462,-0.14891851641409998,-0.0966237008513163,0.3961922070761231,53.37385567484335
0.3015413777709449,-0.20570912168514618,0.00995550177797414,-0.04913949849165016,5.999945430676352
0.08042509105946041,0.3298666394242818,-0.14581578297070552,-0.22848967209866494,14.74323838404255
0.3411663330294048,-0.20568943810950036,0.014565763214519,-0.07010398274509298,1.65810161920006
-0.6468864036382976,0.20629373802530307,0.05818640009547565,0.19849914115402126,28.799846780284906
-0.10326033593582157,0.04658558220449961,-0.0029414548673179575,0.02793404330882256,3.746505994138484
0.3886134483203504,0.11123263819979551,-0.16488475154956828,-0.2853575211215845,25.000127040291922
0.15713642748592713,-0.07943854995111188,0.006045275683428463,-0.039635425627215386,3.9888920326988058
-0.07367708174549721,0.20312249395650273,-0.11303582541069924,-0.06689155444443268,29.906009097962134
-0.6027601765478129,0.06088869083410507,-0.016714334766123017,0.23871879209824814,10.912050809236158
0.5247950473366224,0.16815260111009012,0.08712246261657532,-0.4178325316378348,28.46391634297882
0.6220239345017212,-0.3329136573687189,0.04767896668612309,-0.15580292925377612,7.9335489415179605
0.42006175298745263,-0.08696854180307714,0.03690662592983086,-0.1816711999719574,32.04912318546535
0.11706486833725822,-0.07145628876536628,0.003356120989723817,-0.02308837196912187,5.436834652064894
0.10820783885196189,-0.26572537148549935,-0.09512939452373861,0.07580429409360817,34.94046048765681
0.30383135039102915,-0.20098248137981964,0.010568920330049443,-0.052724334191651685,4.819567216057455
-0.03513262383832733,0.47751599259247934,-0.02914315042168604,-0.24855548306365283,38.4921290655794
-0.5050032917971498,0.09958474919080254,-0.01325809225489737,0.18411197505520946,11.602606538801686
0.12833138872538877,0.06853864460833627,0.12846994754569468,-0.10354799828213009,36.71872196208759
0.08271889044809128,-0.025578668162972752,0.0038820566277463493,-0.028947941316379962,7.699014807113256
0.17657126849200774,-0.37827088607897796,0.00880777237324938,0.09598826366298069,37.12016685653061
