eta.ETA_Cl,eta.ETA_Vc,eta.ETA_Ka,eta.ETA_ALAG,ofv
0.39619201915391195,0.03702924922130933,0.08250655398973117,-0.09678642321679681,21.929914698391247
-0.1400908072261471,0.019447642761472643,-0.006218742576069078,0.005913195472435938,4.775764586609597
0.7636577676873929,-0.13775621620497877,0.07095619830742037,-0.07750281755708345,17.859946987395002
0.26433368570502463,-0.12630839378805414,0.012566321313981249,-0.01151972142304245,4.675571134837501
-0.3531886010992074,-0.22260108765823922,0.05043714364243739,-0.11318527915813179,35.29793571486624
0.29199112670370714,-0.1751513585581647,0.011538486481494418,-0.010494750316053212,5.0551454471914665
0.2142786607869912,0.014925156340943742,0.07423370875336273,-0.24747312832427873,33.22048148850561
0.03782121042488926,-0.008863110351921439,0.0018388185468477575,-0.0017314473759550725,8.005754382434185
0.2812165216807568,-0.1439283444349948,0.08355299227900738,-0.634085161776097,35.08269033756076
-0.3348892711826672,-0.02118031701093599,-0.015770002143859863,0.015096402705850734,9.542373454729029
0.6329909616984807,-0.3179253585072966,0.03380092892609178,0.2597460665711985,32.35043508658855
-0.2636370864147785,0.0830387047387643,-0.007649126887048668,0.007325082109364418,10.081997878999552
0.18860648865213614,0.4133957824532715,-0.05517483242406038,-0.004195690387135272,29.751763007470412
0.6715425629975948,-0.30401603378293335,0.0610953504876562,-0.05283943361106497,10.803530517990174
0.41457102486862163,0.08748066367698171,-0.07187331890507512,0.0953203150112103,37.896109729756866
0.02065922767768954,-0.004797424727004055,9.866983325421618e-4,-9.277003426494694e-4,10.002850100248617
0.10168842043202081,0.36104902204230716,-0.03536596545467604,-0.13093879624483187,35.63801022965869
-0.5870948480528204,-0.03053351186953937,-0.021380031392412853,0.0206510505938729,12.395217100286212
-0.03846120030034531,0.1384967320795082,-0.03520881600319835,0.1823164984982243,45.27147738237292
0.03834101018994045,-0.019342544129710485,0.0012165113649843127,-0.0011662806931896214,9.371745461732047
0.09850128651210745,0.5646993217070623,-0.3783614368313099,0.3028799566615553,18.49405179892483
-0.025457536804697627,-0.0029534530373171806,-0.0016861877257235989,0.0016006330851185953,5.200425763975071
1.327144565093501,0.004527683353544284,-0.01373214520609645,0.3667411621263248,22.784410952356055
0.2988190620033673,-0.0789442101695696,0.019566784559040127,-0.01799461649957749,5.7579118059594165
-0.8036878588130413,-0.39683480820706074,0.08570848697616791,-0.23295687981568552,40.694949246386344
0.4019907609920915,-0.17397152144484204,0.02508047659041423,-0.02261482712752549,6.902737192905113
0.2770794659338585,0.3604550401739428,-0.08057389984406706,0.0637444720696549,33.648288623012675
-0.32125476849652546,0.08707055604028247,-0.009348614825346668,0.008971348545389585,9.186470256477207
0.11299049271956563,0.10256768484931587,0.39579451893622225,-0.41352744416242915,38.63254260010633
-0.52610742765029,-0.0588025885610054,-0.022226649341111772,0.021401779822488757,10.799184120952543
0.023735504750718565,0.27067281630443163,-0.051188760672500735,0.005071824809548161,39.84300993139531
-0.19601311581406528,0.09377291189585911,-0.004587702684753215,0.004373149096715206,8.845463130338471
-0.6245053331128846,-0.13129568163994307,-0.32779912405408235,0.007180415892356229,44.880912672893
-0.12310571376643624,0.0055072434371502745,-0.006263099035675298,0.005943350743893909,9.165016278247641
-0.0351345523211344,0.17863439843321122,-0.029125165060515722,0.0037294886091850405,41.861605645840015
-0.07297371726724508,0.01205290340713808,-0.0033851529126473203,0.003206624951758225,10.429882231990481
-0.06655468037891489,-0.26655421156341835,-0.0015287006515161286,0.017530990881810753,33.634027124433956
-0.21349437607549288,0.05722023277281358,-0.007154629932312864,0.0068704647571000204,9.429239347338669
-0.7266782192171622,-0.0981168998987965,-0.031169062053532575,0.02726326918982097,54.93515016496861
0.31266387591680345,-0.21166071565814942,0.010656505748167266,-0.009699857701524721,7.564594557042149
-0.17457666226857496,0.024835065798612742,-0.01484779260775171,0.009575000999955537,32.7860452414443
0.3098535192715275,-0.17351352200863224,0.013717232431818749,-0.012484912121593583,3.357474026545989
-0.6345934749474287,0.2760800393885009,-0.040393661132870726,0.021457918534240606,33.109101401040014
-0.035050638510189684,0.01627253844807856,-0.001078102595382358,0.001027038605757426,4.82582183987976
0.38698324560637914,0.041622625093164924,0.02774753938985089,-0.012111861861459447,30.238304964966083
0.08032209612187695,-0.0337717039625514,0.003175036115478295,-0.00297298240264314,5.802975188054189
0.22859400649759162,0.3547585845661782,-0.09345680473748412,0.3548856980796809,33.73329919697781
-0.6071916579988307,0.04747900829192112,-0.017436658470823253,0.016899640535576743,11.899005630300923
0.45339100775357377,0.1064103489248114,0.13302680930735292,-0.5357730728385195,33.95160987777153
0.5899976080879961,-0.2662692416400499,0.04762452072622125,-0.04180167537262895,9.514631457397426
0.46557788558634766,-7.199578092675609e-4,-0.009892487743852416,-0.027932767648454124,35.71436724091682
0.1028122931638228,-0.06096846994834481,0.00301058075139245,-0.0028103114725096605,7.061648873918451
-0.018928688246413382,-0.3973385822228342,0.02384042645915798,0.01178137428511843,31.821433902598383
0.34912562464228974,-0.2365531858956802,0.012710061233586948,-0.011428965676633582,6.245868499298504
-0.34917069091136516,0.2834918297807768,0.09752577976139797,-0.20405135466485314,47.14354188661656
-0.5376118675534587,0.0913357807158874,-0.01423130043475213,0.013785194736293586,12.989812417045764
-0.03116460164708502,-0.08452324986216354,0.20447969131006408,-0.4343290083399538,43.468811294516016
0.20950174038072414,-0.08371442366057648,0.010322264431867869,-0.009546049089479232,8.990011285960442
0.25774895139398096,-0.30880207270312543,0.03852904733532204,-0.005987346022338238,42.120145206284036
-0.5100631619990171,0.15148295991647195,-0.011025364087575486,0.010685428248650689,13.134019850368817
-0.45294987442724033,0.15721618876883275,-0.015950939932358053,0.010366159141673352,37.27081873863909
-0.23422312212103652,-0.09849144021387131,-0.017798606362152865,0.01688155936538613,6.323307476176486
0.24515531123383458,0.36123056289154226,-0.06256051153056524,0.007246492653091314,23.749621362259422
0.1581163940814565,-0.09162188956062287,0.005258978758281483,-0.0048574395482937505,3.646379773618531
-0.18979951415851276,0.027443258710958617,0.08495343909352462,-0.3347861639988165,30.714446712813864
0.38132049075161684,-0.23769260323500693,0.01675837280314431,-0.01503788632966787,5.294292130961683
0.4114211881219397,0.10849850089550353,-0.06948628039522628,0.013300862530140478,30.212169127595565
-0.10254804070648522,0.05255387471075827,-0.002524949572795689,0.002428858498714719,6.834650840646813
-0.11449183121093102,0.3804041964035461,0.02223248947461206,-0.2287652629931208,35.10417653486283
0.024116409693626273,-0.010950138629007865,8.286567008872885e-4,-7.796108737463216e-4,6.911017861685585
0.012046027991977834,-0.929254888231992,0.09382145721423044,0.2546326865574761,41.286051926337294
-1.0532666092925702,-0.029552852731840756,-0.023238504643143733,0.022735266241001008,18.676431608275408
-0.09864647374724733,0.8432528231144212,-0.10393401778210597,0.017156622836703588,31.496291083596198
0.12068586303332236,0.005181541904956889,0.008548309771779757,-0.008008269195800085,9.234676742319007
0.199726442488922,-0.1929042662664253,0.015131759026299244,-0.08114051672921838,41.518577029517495
-0.30130195663935216,0.12650431876049673,-0.006816492515503014,0.006548780986353791,10.332602678573068
0.6722946733545243,-0.41205942841357085,0.08209775588779003,0.09536720662395232,30.642119649511077
-0.15129202947128548,0.02776361606427399,-0.006230212835826629,0.005942888694199762,9.622023924749426
0.3447425787648429,0.20676936440473076,-0.11262082932081337,0.5546161245422885,43.90403670191513
-0.2804698903506448,0.08068112198874318,-0.008356755765679423,0.00801626834446749,11.669438246977348
0.3709440901196887,-0.49306620368358267,0.004487981932243981,0.010965878258031567,17.369988561669604
0.5974808123578623,-0.43720712996010047,0.029729979839859734,-0.025158537664538797,3.0684994150861247
-0.8008038248210059,-0.1173133638646657,-0.006439143674659705,0.021922300583245756,35.43193229755783
-0.6187317660139684,0.1624927240823769,-0.012411542797591454,0.012088320380003095,9.19778695404489
0.099170531834649,-0.12310725990504161,-0.020679758042683877,0.008529634944958897,25.140208497385615
0.1987928533130611,-0.11900726211795022,0.006752141042438457,-0.006229408168554587,4.6595821486833575
-0.023090397995409753,-0.17420406000515043,-0.034629396780778046,0.09617501815654815,34.50537109825088
