eta.ETA_Cl,eta.ETA_Vc,eta.ETA_D2,ofv
0.4071836095209337,0.08231922967864157,0.09530835497131843,21.311051663194718
-0.15843159084994224,0.019310662521362872,0.013909991843235485,4.860407053361257
0.7515630044156705,-0.1528004003060068,-0.15621752820664048,17.83295346920748
0.21517303931895876,-0.09738235082801379,-0.0189804306278802,4.762812272652982
-0.3625287549798859,-0.16237993175926263,0.35681602763105236,33.556115544601795
0.2631457209433181,-0.15234745777706415,-0.01988621290738815,5.144633231973747
0.23093020779148976,0.030464291923388242,0.25873930392140365,32.61051652646624
0.021550913206635238,-0.004923103862695258,-0.002023949492080945,8.051153640315977
0.2843823439981589,-0.15013868193545787,-0.07356281908711539,34.76014701647
-0.3033880103883296,-0.012504271967050545,0.028590186033714347,9.345453231110312
0.6338065961931489,-0.2788851504815929,0.31774761957547254,36.55556631499752
-0.23897501154309447,0.07714267736997396,0.01405772259383944,9.925744291214995
0.20543300249451868,0.440814070280738,0.0014684479457681549,36.96176774287345
0.7347843334479086,-0.391283164062937,-0.118663595240429,11.122292416202741
0.4318068925308413,0.038180879377182876,-0.23075135928728188,39.6199729780785
0.013959055864473756,-0.003199751786221175,-0.001297332499804047,10.022987723261055
0.1509822579416145,0.29123018016790475,-0.31079900116272086,41.194876673575195
-0.5496444939956888,-0.016316231576326442,0.040402786340405575,12.047469708384305
-0.039964274541266935,0.1231258048941438,0.10293348951012571,45.898046035656414
0.08719414513063913,-0.045789112860155606,-0.005612768425100786,9.145588664951664
0.34697554205635184,0.14236654281947692,-0.7017433137362469,25.562262663612554
-0.02925833527130262,-0.003540030830865624,0.0038023280476634585,5.212032632802807
1.3547000565500535,0.08260528594177226,0.42821630755622714,22.651056142809026
0.3480273876941207,-0.10119279077848493,-0.04468281724032982,5.785377766086532
-0.8014684782740417,-0.4015555699258478,-0.11169368583448896,40.32620961294492
0.4140585434349004,-0.18487461954838735,-0.04845182836927916,6.909723170163529
0.2437906340451994,0.2573504085019441,-0.2896903589566347,34.31107191722482
-0.2179535557902397,0.06615235807874681,0.013621242680251167,8.523569812372083
0.09819993843253624,0.4355780318767186,0.5286708621001039,34.21232144555752
-0.5123303881618999,-0.05368635888025633,0.04379517765654587,10.683991240207922
0.037609473112895725,0.26254297579325686,0.24444947387019633,40.31513131233948
-0.17442285621164652,0.08489269336766546,0.008193719124832752,8.691173848652854
-0.5853405684842264,-0.19849865248955617,-0.4134093733292599,47.313647588137215
-0.09567155033288822,0.006559402332134732,0.00960450655368699,9.060971768959396
-0.046430317888270276,0.1593074616547913,0.3220195461101635,42.964175445080514
0.25771518226827705,-0.07293981580036597,-0.029989824745928005,9.784086387335739
-0.12305812583569149,-0.16447121818297203,-0.05236514161726928,42.44952094575287
-0.17860724465181435,0.05269809328385702,0.012043945046030955,9.23867411888623
-0.650957791836828,-0.10462255034963712,0.07652074815346856,53.122097782592384
0.32698762329998043,-0.22346605006084044,-0.02138888103598472,7.494952683693667
-0.1567063412515526,-0.09355801616874902,-0.44992213813051873,23.875918099855046
0.304173783190029,-0.1690139375569894,-0.025608636074753194,3.368533579823924
-0.628809197064867,0.24179148187319693,0.08525181810783328,32.98941525336937
-0.01711325647919927,0.008081765583130925,0.0010506519793979504,4.7347322232788445
0.3926523564382901,0.17792804329215217,0.2755858784498676,29.822174178281056
0.030363461604167988,-0.011438664399083032,-0.0023391795819865248,5.977711593097915
0.2324015227566127,0.2969340373552686,0.24333918176348948,33.46044980817149
-0.622834795730095,0.04591366429056326,0.03571743992816174,12.055429123226226
0.45247109099961386,0.14498350804718135,0.0639135636561189,33.17858353677592
0.7062068284437305,-0.4082734097383092,-0.10334247174139823,9.948075037511044
0.463901273998172,-0.03931229925690158,-0.0072810654706290355,37.14030495070674
0.04419113949863996,-0.0250560376649229,-0.0024377985581436256,7.3911813860486975
-0.02145544697734181,-0.3694295643823573,-0.060758398419235235,39.96861598727234
0.33389737396925345,-0.22314879282281744,-0.023003529132714036,6.310858949997369
-0.3251523503655715,0.28910618661780324,0.17805400823437692,46.21652276890077
-0.5312583906700401,0.09077295042852017,0.028388543992782914,12.937629378055897
-0.03880144386222827,0.0783450286925652,0.26699114550175423,40.4253326269071
0.2504271942456954,-0.10984890161707624,-0.023695744525779078,8.927303047190774
0.28340104207371186,-0.19787318961864026,-0.016493061677117723,41.765424868556295
-0.5029706389678653,0.15038160709499718,0.021862908820213352,13.072218718449657
-0.44206760980608795,0.11034501976996296,-0.2115300011531693,24.360897533013517
-0.21351702030879366,-0.08779850948473339,0.03245417073314152,6.2081949996380885
0.2369548938970862,0.34851605837086247,0.21589489912617021,23.871799051058904
0.13626514328944478,-0.07756834872780378,-0.008626943636240867,3.745845353051596
-0.23738765354263489,0.3295186486337011,0.4946072698807734,29.320161178808007
0.3295048140725083,-0.1928912868227753,-0.027222229614610224,5.413209620899907
0.41840772810180793,0.13114555746703088,0.11374949522177741,30.7173335693087
-0.09893680445432784,0.05084410668151202,0.0049123718483826476,6.812007810434681
-0.11423531958706423,0.4149996693997451,0.35913101789427165,33.9516832652039
0.03148576791381957,-0.014473155668013899,-0.0021154171001999426,6.879627298369435
0.04468683274699578,-0.8015280229768821,0.28831433662410066,43.532339922089704
-1.0744800210431493,-0.036821509258017096,0.04787183744480526,19.003018059520315
-0.07178519495043632,0.8087144398730048,-0.15682686793956657,37.53449430456637
0.22325322631174463,-0.018241260021595134,-0.030300404315558385,9.194229581347708
0.19202956831717802,-0.2268741841826008,0.05854258137519662,41.17928304296178
-0.3095490012934281,0.12891984565533268,0.013836469769345711,10.399054939088451
0.6609843967318739,-0.41807539975767655,0.03730741582809025,40.73023826548443
-0.1813062674914093,0.028478884124354266,0.014809502185825076,9.767745897720584
0.3394237015827894,0.18437488940012314,0.059162112988428155,43.69061099604071
-0.2790568575641324,0.08022914538482909,0.016567866843571557,11.66259518488724
0.3277670981690441,-0.5111343232942933,0.16901778042084314,22.238623036703487
0.5843764270400794,-0.4236427758630452,-0.05247614116074833,3.0963973093593795
-0.7813298228199453,-0.17231735329718031,-0.016547982781374426,35.51578597880765
-0.6218834974344757,0.16240047380361375,0.025017965270803258,9.232517871716873
0.17863606037234778,-0.027764824917368536,0.16969606798990572,30.108500436260886
0.2132779960839577,-0.12981290715251034,-0.013963544292096633,4.5956742415525405
-0.03513255963798568,-0.13235612295777158,0.04529599635975567,35.7382223222206
-0.3048894204527798,0.12052963146931345,0.014318422333172976,8.529360912616616
-0.05235445288252957,0.09300780423493571,0.227100713530016,36.207751073024326
-0.6722062453200659,-0.03362445575140169,0.04552153169824761,11.671947182844562
-0.08611147420802188,0.2359021242201522,0.1450922471792942,40.23419901496286
0.06573911769496647,-0.020766028848654913,-0.0058021594057292725,9.047558418992747
-0.1093221332826437,0.15251122668500847,0.06965315806352786,38.78909143442746
0.2735943561692595,-0.1348726936486691,-0.02457398591734465,7.875701864412309
0.0279409183844768,0.2180786662171909,0.2929779273112317,43.17864609070069
0.4457661772864022,-0.14590476654848758,-0.061965151508891564,10.154463878201502
-0.23561471544139398,0.24747599044752472,0.319978094418035,39.77262359134035
0.17822327138943334,-0.03362225124133742,-0.020924933507688977,9.664020590427706
0.8278590728156591,-0.07052080440954477,-0.0064212274855887114,41.72022235618966
-0.09945817300340017,0.013856931971282096,0.009116746190598922,11.395172882008755
-0.44192712313061566,-0.18645231079071006,0.6450529927055868,25.203444402938217
0.20789931062979872,-0.09463704469093727,-0.01807340066296436,3.7099843476434
0.5169408741462574,-0.2505583929096503,-0.38979905027771977,24.19603199164335
0.12956042298939133,-0.07226413753555146,-0.008316582149453638,3.862305415463655
-0.049899258080483115,-0.6982104138191425,-0.3703051767850127,37.51604633184154
-0.11106605583034444,0.025730465608900337,0.008869334213814094,6.62220738325494
0.5152358355981946,-0.06458224556398243,0.07213376525517304,28.257766604643873
0.2411876897997144,-0.13946703424947304,-0.017630617357968226,5.9666477886471725
0.1859756038781472,0.18424176255739616,-0.14103037471588373,36.679579059598865
0.41176418672426807,-0.15192694918606775,-0.05264182912569579,8.615552045468261
-0.1611321864478856,-0.2685015623416604,0.05547113696837633,42.120462761155984
0.3951309591045625,-0.2441115485682817,-0.03382277799453433,7.4120034268084405
0.05575620387773516,-0.02822187323026981,-0.20120842137554817,39.175052404613695
