eta.ETA_Vmax,eta.ETA_Vc,eta.ETA_Ka,eta.ETA_Km,eta.ETA_Cl,ofv
0.42273502645834754,0.049362815352386194,-0.0646389881237202,-0.40947712593067515,0.24203919698725912,16.197105559666348
-0.0690139937245666,0.08128904335637364,-0.006375034498203494,0.06779850759633414,-0.07475771392677412,2.2776133613881333
0.19007628115576924,-0.09227121675138623,0.042461351427960946,-0.18399364041885372,0.15832812933006155,11.568343600873085
0.09010408868038565,-0.11457136213096233,0.009536009192556085,-0.08820629839964222,0.08375927944296921,1.6299205375538854
-0.12755593794866624,-0.19749837799630415,0.12162742228388666,0.11705229883559233,-0.1525846024180496,31.950315574315283
0.18440999336368188,-0.27245394721479577,0.013804057321487399,-0.1770096105774297,0.15715110021884127,-0.33940126531828363
0.21641864004547395,-0.023161166070608682,0.09899021605927563,-0.19732717309996142,0.19029631991065446,27.705279118383174
0.2741018280724404,-0.33437089859233005,0.036827232316728666,-0.2550930341779699,0.21603407077289452,4.4148656882467625
0.39965990305445537,-0.20721346880266212,-0.07792824346548863,-0.3568621439862288,0.2828549345183655,29.378317609791985
-0.14876670763325078,0.13512493865996617,-0.014796963650249875,0.13348009322977286,-0.18342176620121092,7.3101289256675654
0.3870101728915182,-0.3141516689967012,0.26184979964153693,-0.2869664478930805,0.3922154987168071,30.162297158496866
0.16503948111598363,-0.22979524591972178,0.01521700161365175,-0.14898364065210434,0.15779720977921322,3.844274266997222
-0.12998826038154185,0.37034804501479923,0.15819820142973323,0.11647509484268412,-0.15844108834328846,38.89332624182457
0.25963770376896156,-0.28701524620997615,0.042254705386570585,-0.2116254762132426,0.26204368742204415,7.829346466074096
0.08904880404650871,0.15387106571803166,-0.1956280202990696,-0.08254489128918949,0.0881923541024124,36.77226519113875
0.05066365254012218,-0.04994948097595407,0.006720689144426211,-0.04173363212553993,0.059983018454540744,7.747462802696756
0.5525710322339578,0.40329386803369927,-0.45807479415215013,-0.4588365141744675,0.3490944064059922,38.89706648843164
-0.1859069594757902,0.19134924006315285,-0.014513332473268081,0.155493128874641,-0.24624078901522184,8.575393574334715
-0.0785459728066586,0.22784868765019817,-0.12362298760541,0.05930319077534956,-0.10826152542688165,43.13318191404962
-0.16868828495852659,0.1973795975323153,-0.01171078915741105,0.13138637530479805,-0.2337459860719531,9.374090239979754
-0.1195104348284524,0.46203391975473107,-0.3919746847744747,0.1172228577181664,-0.13490508404651663,21.62013804795649
-0.1717556532197336,0.09236495910491158,-0.024266399041677694,0.1679070430416185,-0.20169569785403046,4.826759467539672
0.43496510738785304,0.089977373506201,0.13995650025467576,-0.4136291816279652,0.251745595205606,16.566174702751393
0.1161899633855156,-0.11492298898865304,0.017758934523874136,-0.1129816882064177,0.10562304877355344,3.4284857529285477
-0.1066393365275429,-0.36014132387150094,0.032057937515313564,0.08763802045484526,-0.13611941001228067,30.233287942885635
0.2535000111826013,-0.3306625004105082,0.02897599024615208,-0.23846391093946742,0.20243626612219928,3.1167479438397323
0.035999358603257765,0.4543065693318253,-0.11488655197020495,-0.03238181016082177,0.038824875604319256,30.324531063906992
-0.20669644044503704,0.19932201622311085,-0.017728374722785285,0.19229150550133084,-0.2564014804074814,7.547159037108847
0.3530373827941253,0.10023019528293126,0.2687892458368627,-0.27563567180109516,0.33700556886874716,31.27512184262129
-0.12064188769659451,0.13042773192553594,-0.010669820955256386,0.10912126903285337,-0.14544866522689148,6.53719105797704
-0.05143406306552683,0.23668644217131896,-0.07532203227476539,0.042727848738238795,-0.06376321247032428,35.49562091764728
-0.26012432078525255,0.31412730433556624,-0.014454767400922466,0.22912897750843975,-0.34274176309571314,9.058881761823676
-0.10984120593605987,0.04288686592752374,-0.28343903131834375,0.08403503041172791,-0.14977066234334388,40.266888414547495
0.05769908836977717,-0.07188823925035327,0.005841493855391464,-0.04992407449913462,0.06441941594087941,5.901488504553063
0.0901995138013852,0.13651102593099765,0.19241948955615884,-0.06642734171182735,0.11759453239908549,36.611556872301335
-0.06682344544047446,0.048440847744195194,-0.00885404960504723,0.054313978808295214,-0.08561250290976734,8.866274054687192
-0.25344146988370375,-0.3687927545566438,0.5333796951054165,0.19830878400332094,-0.35999350378599987,47.14962685423567
-0.14277361910913025,0.17100470727813624,-0.010170082745033797,0.1209978692898292,-0.18419495557606227,7.5575542023657
-0.3316109659067575,-0.1884445301400588,-0.2194024236609033,0.22108700746685145,-0.5193877079612406,47.983743225408624
0.16780707185250693,-0.26003249235770315,0.01142980132962115,-0.14624328599298034,0.17189069131337587,2.542561974052248
0.33138745986842294,-0.026805539091725,-0.15759710881394476,-0.3234342953937173,0.21970969744894966,16.43603942988756
0.17163028308242134,-0.24582310374865435,0.014646173634058169,-0.1689347441017189,0.14323641269775705,-1.322922831227404
-0.2583067912890934,0.39501414767896575,0.09265401918970509,0.25272657003328536,-0.3196875375361596,25.34311354906591
0.11805373698385885,-0.16991679197446255,0.009608447295062942,-0.11610774155573227,0.10555088023835049,-0.7513880178604186
0.1945945592701404,0.1126192645952031,-0.17696033052790305,-0.18253138349882536,0.16862427620144604,27.585593872847937
0.36341786817432514,-0.5160655727553716,0.02734905546724315,-0.35022079131187656,0.23447725667817135,-4.160043669791351
-0.07694787039185469,0.513248744109465,-0.186214192099072,0.0720916266722794,-0.08741957609606693,32.19485050281478
0.007916533763054512,-0.007538787767608942,0.0010326994892580277,-0.0073267484753298095,0.008486065135766377,5.859866552705731
0.3092557948708907,0.04524792195153618,0.04848778071069551,-0.25799619999894935,0.27977150953724017,29.915565461601364
0.3841961904192532,-0.47573936088866925,0.052987248038079526,-0.33581818722443546,0.2906569889920997,6.009428910648044
0.20874558527191578,-0.024478522518320073,0.0281885604300319,-0.18395192098897098,0.19673318148052218,33.23371221540033
0.23183991588885702,-0.35114468540205257,0.015045184286101961,-0.21664869496996553,0.19456019361536825,-1.1036356816753128
-0.12769614633600904,-0.4108195459329173,-0.11610834429032806,0.07424806918791013,-0.2040598577896831,39.73201429958413
-0.057895053706229764,0.07766003416235162,-0.004169826563143686,0.05176881860730889,-0.06795511176506194,5.354576962919389
0.21390665235833542,0.20767769237816056,0.0820568237619408,-0.16948966465850585,0.2343810007197042,36.4782880869084
-0.1757485896000003,0.15420422379667942,-0.01651170155122932,0.14456486585089684,-0.23391523536961925,9.453566157826376
-0.08201603267825301,-0.09391031711687849,0.14070023951568408,0.07342603697961143,-0.0964071679894463,41.48965516651766
-0.050394418133864895,0.05316119082959458,-0.00511763200664052,0.04075689365096723,-0.06467003836038505,7.798197334750767
-0.0749763375807828,-0.19958295641214316,-0.0032160738875828656,0.05471262193075718,-0.1088183619341766,39.173938841863105
-0.21245193235457735,0.23553505538078676,-0.014226309724637728,0.1631631906097602,-0.3006626895635472,10.210633771291132
0.4810223197095444,0.17625572552030874,-0.09705318405522718,-0.4632115846584342,0.24929849744604693,16.47671293882005
-0.13439707277415797,0.0642498074039089,-0.02119716314103278,0.13116977385782674,-0.15398280105502735,4.69788862477668
0.4150848927606965,0.39096683449546593,0.049469358193000225,-0.4010333386118161,0.2420154629785871,15.963936982441563
0.2511407746151624,-0.36831754594132987,0.019163922378724364,-0.24772807759673612,0.18639311536385622,-4.095913741886564
-0.02342422382947992,0.003350710868644998,0.25365603676245324,0.028286075656640756,-0.018382733305146455,28.523621987074776
0.09773305912828685,-0.1376533433532248,0.008186829642583533,-0.09318085104392657,0.09314701542663956,1.9746104880318607
-0.291022015192909,0.18951341571854394,0.05081406586665226,0.2706298172920682,-0.37679346645602246,34.91701106063806
0.04303275533651749,-0.0645540984890001,0.002824423145069021,-0.04122180040412124,0.04318125239782366,1.242005024965489
0.023056895300754204,0.4214366372642784,-0.07867010282120365,-0.018230663590362357,0.027965985290180306,33.11302241769516
-0.035756242478816175,0.04985444730302026,-0.0024943126842668644,0.03292429209640426,-0.040137237295048485,4.184318896255565
-0.18489019093991996,-0.9458366739952712,0.3481290267561609,0.14410989122729534,-0.2612001935290841,43.777088437444796
-0.4896644333295128,0.1759062585410281,-0.04003049294727689,0.40469312561366083,-0.7119870249828402,15.702390804060286
0.05666963565171103,0.9350010414259935,-0.3153304834904225,-0.04963091211869091,0.06192957919053151,36.99057590899784
0.12525632944768225,-0.13462823548216624,0.017311768495100275,-0.10442892212865974,0.1384238453821382,7.116808626767254
0.17693965289597585,-0.1716053966758273,-0.2880656149332917,-0.18570685838212042,0.12512111626304478,36.80195475611595
-0.13841356605054483,0.18250847277388021,-0.008684324553427589,0.11939474371282864,-0.1753297462382909,7.277764398618514
0.08237592539841156,-0.4220832613000441,0.15102965890451991,-0.05692136881097778,0.11811264455223366,39.15030477413147
0.28747595963006933,-0.4318379552410456,0.02191319789119689,-0.25108094468542547,0.2583370441860608,1.8258984159056646
0.1912477626000926,0.32683651141803427,-0.1657424858566377,-0.15028931504537343,0.21777267581635612,40.872249846510584
0.3350041249419145,-0.4840144206822949,0.03183817208763152,-0.2843680324296313,0.2993327911442318,3.9797002129694863
0.15349345785939336,-0.5632873697880596,0.16609919105287163,-0.15465495120390485,0.12696385775788455,16.296983826998797
0.2335860086439109,-0.3310594996415764,0.020901986432200016,-0.22976239761385803,0.17862157147684551,-1.7705550525550637
-0.21562386064100056,-0.03763386643094374,-0.18833571105224925,0.2084664041603838,-0.2622419097037864,24.340065743153232
-0.15991443623719975,0.19613512791979243,-0.011536717534129158,0.15664177701187545,-0.18601182718551867,3.7292044846722217
