eta.ETA_Vmax,eta.ETA_Vc,eta.ETA_Ka,eta.ETA_Km,ofv
0.3802048641999505,0.06948056129713685,-0.07627634166112272,-0.36766809566646513,20.931096067424907
-0.1794666358590361,-0.007494516646652867,-0.007408887371840912,0.17424493568894653,5.4580081119648876
0.4087798890193954,-0.08223145499466362,0.04037770488129124,-0.39199031531069556,15.880415941267572
0.0069465737582891564,-0.0024580712384511326,2.581193402720718e-4,-0.00664295844760941,5.357997991399067
-0.21976890547833464,-0.23505467212319428,0.08687610991787205,0.19622687009712064,36.5999814136169
0.050718064368386856,-0.018083085949143186,0.0017945276734315013,-0.0467861580242153,5.855419396052958
0.2533218623828211,-8.611493216075657e-4,0.0769955638542134,-0.22416396887568313,32.9096883714102
0.2751753085183325,-0.09649964943491379,0.014399299968811176,-0.24360605360117846,7.3938239854741425
0.46963244515158487,-0.1680157300518464,-0.04891178668665451,-0.4042840963009099,35.010554232194835
-0.4276365408576461,-0.2641662942606538,-0.01650588823044008,0.3495128092278859,12.198466995318647
0.19561480961973318,-0.3173563478228263,0.2037971979511633,-0.1436887711045631,41.03714629532974
-0.20512815454190383,0.02653163709660523,-0.003319564043822062,0.14548069898437965,11.06497675894144
-0.09129221951900297,0.35160027572880426,0.13617219417677162,0.07681322944332039,40.769189463173646
0.3281716006823226,0.0733486787655625,0.02112826691313427,-0.2460058958563065,9.979857836398907
0.09435093799299407,0.12598447449198194,-0.102618626623105,-0.070863337478173,44.25108751804195
0.1407386672066663,-0.01761003764222413,0.003963332655616997,-0.09762609309578006,10.413100261118098
0.1152821242430308,0.4453558293402129,-0.44172339047058334,-0.09224665281144354,42.802179780606615
-0.4717370096036108,-0.2807161474393207,-0.012467021252440456,0.323086777942205,13.669623802808438
-0.06997078960391045,0.10617407557094523,-0.0712169912187418,0.0369216570620208,51.96028428347737
-0.17580332190167533,-3.492118896863714e-4,-0.0017736722583465907,0.08651265188184917,12.858899182910859
-0.18108675142987102,0.42323692227984,-0.4330216482745376,0.17677583060809118,23.877979010472977
0.02764300419902665,7.491481731748009e-4,0.0016730772189122523,-0.026696161734824773,4.980246841024837
0.4991688824025135,0.10102921846071351,0.11445598443189464,-0.4714469065622155,20.702374953797623
-0.06814225514597338,0.009170648543935254,-0.0027312696025780397,0.06480362585313496,6.525523669585615
-0.37862853901912624,-0.3847913949712873,0.02157888398416285,0.33788439903968176,38.991381612907304
0.1727472116799376,-0.03590396421481372,0.009171675722254252,-0.15592506295379602,6.753465193314754
0.2190027701668753,0.3943201628083152,-0.08366807379189303,-0.1935068464557905,33.71802252548891
-0.4030731340524476,0.029417624443087088,-0.006736046805185869,0.33344678202098726,11.505933769704573
0.23311184141849642,0.1098562765752564,0.2501397890481767,-0.18191373331387106,37.282847459180466
-0.35160788594836706,-0.14621810392518422,-0.01228162410368533,0.29252977267290586,10.837555186983508
0.004277126580531807,0.20177325201999893,0.024548239331320512,-0.0015521985200821593,42.5338826667229
-0.17904903640272155,0.04798260158794313,-0.002521600332654337,0.13014541580525232,10.232159778898815
-0.4138257269029079,-0.11319567407261862,-0.4589124867667542,0.3193041942345708,46.85128070138263
-0.24493628060323866,-0.13064142881613666,-0.009722179473834226,0.1886579342348146,10.760535984331508
0.09839268210198111,0.08723660914512087,0.11132378050618003,-0.06450656007974298,44.22090700521748
