eta.ETA_Vmax,eta.ETA_Vc,eta.ETA_Ka,eta.ETA_Km,ofv
0.37996393270535933,0.08405006155688075,0,-0.36840579480999575,21.220603602470216
-0.18868754158484197,-0.007360649671206688,0,0.183146852084487,5.492362017980423
0.41378270989420946,-0.07653850841746386,0,-0.39516910571454594,15.309439717954145
-2.3344268632143707e-4,7.111367638811255e-5,0,2.2411031812924646e-4,5.351118742441761
-0.238687946559204,-0.1854721619711332,0,0.21240419661240234,36.685767786498836
0.043236063510125176,-0.015358479771839389,0,-0.03977987150979513,5.844695600317314
0.2563061621772314,0.02609405123884168,0,-0.22922108238313027,33.20492833758489
0.2775205677415282,-0.10205809340222077,0,-0.24526790100133192,7.294387856933261
0.468098849667369,-0.17874093438354188,0,-0.39863954246424393,35.46563832312071
-0.4312805572227386,-0.2602857308029186,0,0.3517793159068079,12.186877763402189
0.19620993573895743,-0.2878967946445028,0,-0.15272277307420093,40.74308419638322
-0.19883600712883054,0.027672989727912538,0,0.14119462693242574,10.98379720981231
-0.09244616054166072,0.3534366490261001,0,0.0785684930312364,41.291118774133864
0.3584229995053109,0.043353538860531844,0,-0.26576313065455826,9.962001383965823
0.0928001070863092,0.08920600107291002,0,-0.0660876093693959,44.54769398114123
0.13801356069478207,-0.018353794567963204,0,-0.09546446213800132,10.376908669563027
0.13659294425851654,0.40734270387363425,0,-0.10537027730601016,42.90987234738761
-0.4708330904897555,-0.274091439742259,0,0.32172955881721743,13.603487458142446
-0.07470709496385519,0.1387784385289736,0,0.03941605016427602,52.23707728831833
-0.17135162686766278,9.442918983594101e-4,0,0.08439835141764358,12.8055466909599
-0.09001537781575951,0.23116582835235872,0,0.08818970917847513,24.463485815821958
0.020173778642128756,2.145327979936879e-4,0,-0.019467598602519592,4.949710675503512
0.4997990625543536,0.1268741893639972,0,-0.4738877383849534,20.40352908953478
-0.06890417025898644,0.01039797536914215,0,0.06550463175935567,6.481851644467786
-0.378859678519818,-0.40987778615699544,0,0.3373361685293724,39.86393008033454
0.17745793295764778,-0.04186284767715361,0,-0.1598601431654301,6.668525729694225
0.21657352822458226,0.3435460129110656,0,-0.18715488315898354,33.6071971127166
-0.38425292054148635,0.03528517485954978,0,0.31855263627678276,11.261572702680782
0.23208695169085822,0.17437490086480414,0,-0.19224446295149292,36.486090628722835
-0.3522527814250272,-0.1411545363196522,0,0.2926073861993245,10.797342318364082
-0.001055840450825767,0.17275514957305663,0,0.00692773006225747,42.80172512074464
-0.17893299873485183,0.04868451980768733,0,0.1301177939132544,10.202332968875488
-0.3994261580861226,-0.1451523947706556,0,0.30405390676270244,46.91106336384252
-0.2439980771046894,-0.12478607495679828,0,0.18741344523503167,10.7047495999504
0.10444973189334579,0.11728436420471634,0,-0.07249512449454568,43.913659903043985
-0.2901326414432937,-0.031240676933797312,0,0.174759415794627,12.999436471811991
-0.15302083130229216,-0.44798816314718537,0,0.10758523332506742,49.608510801481735
0.0024827753723047695,-2.7870764689982055e-4,0,-0.0018205602438641788,9.1846307603938655
-0.9121147203005634,-0.6025529700270439,0,0.3238062443159229,71.12609217318631
0.1413888861948903,-0.0421502763539591,0,-0.08397799913738499,10.226555803681675
0.25667149879154183,-0.11338380374753165,0,-0.24042991597653848,22.010526075285462
0.300356958404998,-0.20098683047286478,0,-0.2923544776269433,2.004729665003619
-0.4401798575979867,0.14282557872932858,0,0.41620572923696847,34.933116891172354
-0.25017880002288523,0.07684635195351953,0,0.2373548026351044,7.159003988204788
0.34159235635464463,0.18610472371020392,0,-0.3194999793810315,31.751577408764263
0.2163349533703964,-0.12067125451661062,0,-0.19966271352902004,4.749286588083589
-0.21608929411879638,0.2541977148209085,0,0.18414217871854682,40.2263218839712
-0.48416855624446603,-0.028014190776489516,0,0.39517048358367146,12.758337132722321
0.5369333228274746,0.10097014720046926,0,-0.43064039314651364,34.20515832334786
0.5641118413636697,-0.2574111368471899,0,-0.45061572537745376,9.046213920195498
0.33233598734715153,-0.010141220461425232,0,-0.2737906912589123,38.82002648680525
0.06709690318016807,-0.02950813498159922,0,-0.052947775856364745,7.941699038087123
0.03439449239478081,-0.3905200646957725,0,-0.05318674427828517,43.51968679498614
-0.027869397639909484,0.004541375235505559,0,0.022503945906238623,8.359544992117815
