eta.ETA_Cl,eta.ETA_Vc,eta.ETA_Ka,ofv
0.3631356158037832,0.0561603230470898,5.224941348479577e-7,-10.922715419272578
-0.19104759725685694,0.0272800684251107,-3.2666352303967336e-6,-2.775992060296756
0.7391227720976731,-0.16788353938949946,-9.773096049121404e-6,-8.910417628154104
0.23685287827758214,-0.11847907955608121,-8.24450662914444e-7,-2.6275334025654518
-0.40529890021706116,-0.22117006258277105,1.2473331342827373e-5,-10.619360512547198
0.2701103511364668,-0.1645447085417309,1.0496501049101206e-8,-2.481627988786045
0.18634449707738418,-9.16849329652831e-4,1.300339380297906e-6,-11.680018030546957
0.004534710527289182,-0.0012424700871628493,4.0937139345618287e-7,-2.995608166896379
0.2409277190391934,-0.19225927591099637,-1.3579835130868892e-6,-11.48480888499906
-0.3146873642854437,0.0012306073994605392,-2.529573630955403e-7,-2.3777662550267262
0.5729841722868967,-0.372485331627422,-3.8877672623153736e-9,-9.56505900197828
-0.2635300737014632,0.0899578059543093,-1.4398198854707752e-7,-2.5703715987712994
0.21044381947593074,0.3442765159936538,3.6877959571709094e-6,-10.05652460967784
0.6820266212371879,-0.37753413035318956,-6.678696920634156e-7,0.15862633864672748
0.4021524407327664,0.044916057910353885,-3.198664307032129e-5,-11.02627904353184
-0.034489101293117254,0.009086157128901035,-6.367163035269237e-6,-2.9885649473594964
0.07542023727564694,0.36643758411313854,4.670424763342848e-6,-10.82575429292935
-0.5725281224622338,-0.005055522920809713,-1.8201181316957389e-6,-0.9396559664792894
-0.0695753542718851,0.1836191503888366,-9.659618531268484e-7,-11.578820221251123
0.054483974676491256,-0.02903546881530993,1.7865602303515093e-7,-2.9758647575301582
0.30368960956329205,0.1991588767640716,-2.937684152684577e-7,-10.964534832044784
-0.11071070504510497,-0.010950607091152005,1.6451996705392464e-7,-2.915346871543583
1.2963747018808052,-0.003024828014485963,1.0965534113409163e-06,-2.8036129256861173
0.27965018028321553,-0.09100519970875097,-4.3057570428748236e-7,-2.5188158342120923
-0.8271238233005429,-0.4483254071479939,4.36210499098306e-8,-6.592176851944447
0.394726121621799,-0.19120873121775284,-2.839217784867465e-6,-1.9821066271283387
0.22418890679534031,0.29137932797315363,6.669793390471783e-7,-10.997562315934802
-0.2700870788035681,0.08522373906220447,1.3881994086523791e-5,-2.5519719236285114
0.08779443708556298,0.1428805267907854,-6.152298830279154e-8,-11.663644752157342
-0.5329637550948733,-0.0393693245595327,1.6327557928217653e-7,-1.158275748968399
-0.00623771073455722,0.16278366712465978,-2.081913240083981e-6,-10.836158037050895
-0.21345437651744473,0.10417782993915065,-4.049631416824461e-9,-2.6987272033566962
