eta.ETA_Cl,eta.ETA_Vc,eta.ETA_Ka,eta.ETA_Clmet,eta.ETA_Vcmet,ofv
0.4368292864665997,0.0950597682992978,-7.272248178675487e-6,0.06409419051586582,0.4113644120764409,35.68887674874146
-0.48782986594863087,0.47899938667108,-2.256142947884227e-5,0.3210758504871855,0.3660004073694324,11.896477206726061
0.8188907434592406,-0.07603599837967885,4.548480314627464e-6,0.17886034583138846,-0.5780007276700816,43.28589220909863
0.13350114418681117,-0.07712993922277288,-2.9708973089659367e-6,0.3100437019620503,-0.02981367225808754,10.933780344641841
-0.5128815429752748,-0.29947760531352624,-1.764545791651065e-5,0.010748364135651082,-0.03674836098108069,58.69441670054324
0.21520381129447724,-0.20653747639419381,-2.8216033271360204e-5,0.7223344076034516,-0.2035014198228289,13.368489173154215
0.23773106228312293,0.04464239097104144,-5.631780576227543e-6,-0.15304100604787715,-0.027259110673970955,70.14231309319307
0.08466658436365959,-0.0311690593117304,-4.576308718357136e-5,-0.5002700460889605,-0.037217975813677216,19.175790749200385
0.2731721497589345,-0.18710393951130247,-4.5473435627037335e-5,-0.14547997297724743,0.11465630605457595,62.49679841663317
-0.15543008350149845,0.15532417505421187,-3.835319849134067e-6,0.15777624418684963,0.15563673936457653,16.52993272251696
0.6460208321863143,-0.21733462953433794,2.098586167145455e-5,0.404115778048315,0.198024370922265,75.75251155882881
-0.15329780451613967,0.06109280828874965,1.991137953898461e-6,-0.07821752411088466,0.004138723783255857,19.504650032478192
0.19373110236410468,0.3554476453982701,-1.1020749451633317e-6,0.504200922689906,-0.11911976771748616,67.48670668651269
0.710480803352049,-0.36446210736726997,4.989603366903534e-6,0.12886662633276477,0.28541767788791655,20.29176983030056
0.5452099392125641,0.16795851855160726,-2.4359232362827505e-6,0.48874866927453636,0.09896450836385133,80.19586984811315
-0.1355846276232765,0.02569693409084893,-1.9019434980160576e-6,-0.3257802151833293,-0.017582905264088167,22.585545837700348
-0.022473699004156827,0.4916329260144426,-9.848272634100137e-5,0.08690535163010021,0.7258951618396615,68.93065753415551
-0.5473033915351218,-0.0786267375272952,-2.226664526746078e-7,-0.18372489552795782,-0.12700873227553658,22.15287361781803
0.05903809467813476,0.1424635951922292,-6.856800414536168e-6,0.1878306440075482,-0.017355435027374213,91.7275290376139
0.016132089325287154,-0.10533889449533622,-7.118149647784814e-5,0.6749503849811832,-0.18101869373389812,20.998812707218953
0.389613805629798,0.3319934214733556,-1.4251134622747218e-5,0.10627306337871605,0.028200613909528573,34.02670026204281
-0.08973815378333927,0.21293266382118833,-1.6460932229525076e-6,0.09691081876172229,0.18942050526081758,9.66502064158062
1.2599459783317744,-0.05498791965818027,1.6172858675493736e-5,0.41962596104334965,-0.15217424098775514,46.83351883180897
0.16928926944958397,-0.03531502093485837,-2.040923614042939e-5,0.5820913000200622,0.013697803410139403,12.999959050781111
-0.9556713032820989,-0.4215126162829432,-1.4837537350899852e-5,-0.07268448504796002,0.4228017182217133,60.38035884818679
0.4587186350592287,-0.1680436192001487,1.9991820166862104e-5,0.2829133345311198,0.35691871784644835,14.775017015792082
0.17308298261474614,0.23481650224086048,-4.208491242143431e-5,-0.0618250289771031,-0.0017906535173824033,69.26365326572451
-0.20829169195173247,0.05951669443196628,1.2356895287225713e-4,0.26325012985731905,-0.017970587576414395,16.722789156545133
0.12896232302677416,0.21568992527477437,4.463874357096401e-5,0.047887987413198524,0.3487692684212977,62.20156885161427
-0.4976618079267827,-0.10569904476586021,6.332415929210148e-6,-0.13988562477761915,-0.11937713767811682,19.214005958214806
0.1026369142152453,0.3066488276561255,3.147233462503131e-5,0.09428544724456966,0.07098310694065409,79.61680531114878
-0.32007319009851937,0.10992126691802628,8.411999721894313e-7,0.31063157750772,-0.05953022951881808,19.00622658266193
-0.44718036272777834,-0.10944599266659823,6.527845676115502e-6,-0.01814051416712831,0.14479212974858507,70.41899362411408
0.06337734582325169,0.0871375713860088,5.755740136524412e-6,0.14902174768266863,0.15619146885849186,17.369137470174344
-0.027730639761575786,0.07824104712120195,2.584645610052121e-6,-0.20541755459594602,-0.027600650682243225,88.58614252822304
0.1481728020047732,-0.0408612577842626,9.164927201958779e-6,0.6216410981089278,0.0017265714201080455,21.40077026668821
0.029350398348524015,-0.3761851526492578,-4.880912262143526e-6,0.3384526992988511,-0.3766511164855157,78.70775275967628
-0.27160321294028444,-0.02050461386779147,5.7834776699790345e-6,-0.3248122815463877,-0.1932878915527452,20.808121580352978
-0.7265697482217824,-0.38767331111866477,-7.09124846172508e-6,0.8981693607748374,-0.01528170448311035,97.7292032941977
0.29991897361810443,-0.21585494137149738,-2.008291827252985e-5,0.1238607177319362,-0.03795452947520631,17.71102427699009
-0.3527424247308134,-0.06304871229709626,-7.608397816060034e-6,-0.0662006637241093,0.18512805283979766,31.20213281643003
0.2655358013429371,-0.1527868719106663,2.913003802292783e-5,-0.07114202192895729,-0.041426611317687004,8.361049693789596
-0.7097833036821127,0.33268725264918875,1.2909595373628687e-5,0.33925542372868195,0.03527350128820885,59.33331123483822
0.007127016349748067,-0.03935041380682303,-1.2456769304610247e-5,0.3626772290902388,-0.0724037368154961,10.326755737590444
0.37577281884998165,0.17744413073151216,-4.1145138816866015e-6,-0.09843206438647752,-0.07858590752382312,55.81627708819536
0.012324816886727569,0.06809836174093717,-1.929588568727843e-6,0.379173695468257,0.10984234692452446,13.121214734778519
0.2619892990323011,0.42532568223911915,2.941869397065073e-7,0.8295867923221983,0.11079553371145998,66.40618580045715
-0.5204300254721907,0.0827654037419535,-1.0068531063624155e-6,0.4324247339760194,0.00396677051731301,19.89033137337905
0.3622676503028307,-0.024846565608922157,1.2480600968327332e-4,-0.3655228826764168,-0.5569765188120375,69.94728418009478
0.694883714620423,-0.4444348302976062,5.252869699839602e-6,-0.10575386082154689,-0.1404314897158155,19.135905697005157
0.5723208263789475,0.13286295141454574,3.605246975201724e-5,-0.10510871735643333,-0.09371861606241208,80.10765135143538
0.06777006464635808,-0.028504836276485077,1.2382162200261947e-6,-0.16847146401490357,0.03140702853216046,17.255729708697803
0.09392478243045739,-0.43819397341946903,8.765840121844927e-6,-0.14626461946131375,-0.618839078935702,77.72751480874742
0.32169190129860953,-0.3100771397171072,-2.9203345385824553e-5,0.6745029466358666,-0.28106502806996914,15.471862295381023
-0.32147233632624905,0.056907871579858514,2.027953331824913e-6,-0.5729992713128133,-0.06471976036727206,96.06216821526738
-0.5315427689327498,0.10800704629673362,-3.976188577124022e-5,0.3027412788611745,-0.006221771963312921,23.327178803066715
0.055489379733589014,-0.058953728701183046,-8.90598644650399e-6,-0.281327354773374,-0.34280879303021616,79.31131355648508
0.1590501182621999,0.13059631519152612,1.7577325028737758e-5,0.3655392300647992,0.3061162354416267,19.748273286365823
0.3776155450879826,-0.24642426097784775,-1.9214017316149436e-5,0.5970747958631756,0.07246707588875771,82.8901661119057
-0.5401842737184381,0.16453891875108334,-7.234909603941924e-6,-0.37422143743011316,-1.6330036468949826e-4,26.404010882953774
-0.7672502146020231,0.23462732819387228,2.368673415545674e-5,-0.04290297870134256,0.8281542428714257,28.94879178083801
-0.8209692710938913,0.3530342433625107,-1.4362234852312608e-5,0.15824795062709163,0.6469649168488028,14.980375565099942
0.2937276987534647,0.39617894818390753,-4.406411479916836e-6,-0.1319819314695608,0.05133632569155003,52.46240986433891
0.19346283802259692,-0.10768078589975459,4.241369567575312e-5,-0.18718093322680812,0.0316443213010955,10.00865934168572
0.03849276375454169,0.10829875236231248,2.2038466913485815e-5,-0.1620602358876408,0.14640477410090486,51.54816856521007
0.36175742785790865,-0.23793670172810327,3.6761726174424033e-7,0.24040790051346786,0.05146054557285772,12.03607143079808
0.34192345794748286,-0.1669634227860402,-1.054771979911718e-6,0.5271003334981265,-0.44339522423787653,66.50900999057828
-0.0766974575967067,0.0409634676597204,-2.2865968700731533e-6,0.005332230226876862,-0.0010434768715624598,14.686062133462505
-0.07412775963892133,0.6032830964534966,4.785604538553911e-5,-0.13450634608587556,0.12560983140084284,57.895100738040036
0.04093689010888693,-0.07275882735240165,2.587812550102668e-6,0.6662171773778623,-0.14691756940576053,15.88097281041897
0.020527022308218013,-0.8004044020522593,2.7471436190894234e-5,0.5613270444151749,-0.30075902052536413,81.91691837090964
-1.0843850851759047,0.004942580319699164,-7.258297918663195e-6,0.16594416640078216,0.006652668575107287,28.819657484282814
-0.3275601319904307,1.0508039283528798,2.544031932126168e-7,-0.10674532754073535,0.37640902330056347,56.03763841172345
0.12454580854178446,0.30507854565490117,4.031319182004812e-5,0.10734568980556805,0.23793626110356564,18.22875916962403
0.08680897409155035,-0.0907259329516378,-2.805364097743805e-5,-0.5632632449907478,-0.06654681352996437,91.95097563728885
-0.2922473053933136,0.13916210733703532,-2.3045127377130576e-5,-0.18782491243310942,0.019394226786410857,21.217144841051127
0.5900515689074779,-0.5352656421188511,1.596780197782779e-4,0.22772424261007462,-0.43738033228663,82.47037477247268
-0.0902815152726249,-0.038163406790498906,2.2871729517837142e-5,-0.18363078964570895,-0.13548404595885286,19.717655896564107
0.2356644234174362,0.26542881225743514,-5.920722077493834e-5,0.5931658029094845,0.04031386361738852,88.20955996712547
