eta.ETA_Cl,eta.ETA_Vc,eta.ETA_Ka,eta.ETA_Km,ofv
0.3562248033809245,0.04660267226236141,-0.07574276296766064,-0.3255211811992363,17.9993706156131
-0.36830088701924113,0.24887382896545301,-0.03240685433690602,0.36019820743720005,5.458897674069338
0.46264804917878016,-0.16595893211948337,0.13007201375108793,-0.3955245177347525,8.883823547289314
0.058787813367316255,-0.07256908697741384,0.006174051596063546,-0.05607026182660656,2.0965890015784643
-0.1709319749312376,-0.19993600466190076,0.11770059369570494,0.14767555102131433,31.713260816106917
-0.002689179630874613,0.0035209044605735043,-1.9988112886043847e-4,0.0024468249749757635,2.851411140570606
0.2418573597295976,-0.02464651930301223,0.09472718362412774,-0.1907142309822844,28.43036089549803
0.25888256997317827,-0.30877754627714554,0.035135796507401985,-0.20992925189928413,4.995989259787192
0.5229546411209863,-0.2287305047165086,-0.09294802823176702,-0.3329724386967927,30.706501270759137
-0.27378382029742543,0.19220193147318312,-0.023834426289070097,0.2336366307146726,7.949881754324839
0.36821081300767544,-0.32626406912782874,0.23309356439621695,-0.18291817480797912,32.81604804735994
0.015697945075363758,-0.017710427512761518,0.0012677054554740747,-0.012299364544425876,5.695384693934665
-0.04295600954622744,0.37617321405795773,0.16856570704952836,0.04315994969127764,37.88717697956108
0.3729466182944864,-0.3496071303941579,0.05108761778713887,-0.20317294060770144,8.160365719393694
0.18960721825083746,0.14805550422984415,-0.19816976843802833,-0.13809263913705463,36.52634170793331
0.10459620142653095,-0.08776595204451364,0.011541498311609572,-0.0674316013016401,7.675568189502409
0.14803049498014456,0.4181490468659198,-0.4673521766024096,-0.10821260801847107,40.066661196699116
-0.09098994089523371,0.09734432651058726,-0.005675158674382286,0.06617542958746342,6.588419884627465
-0.10131159354972025,0.2301789088992311,-0.12391216364303591,0.06057303353872365,42.77536567079996
-0.10471703715210627,0.10810452062267509,-0.006179599506593618,0.0698166451597828,7.6206841326078
0.0015939237269934126,0.47057817001442687,-0.3769899215794417,-0.001908975340641509,20.568882774164667
-0.1525419012471669,0.09865601570759969,-0.019770250075176236,0.14688657732466134,4.169662726051718
0.9505046806912094,0.013146835516840635,0.18645034573443225,-0.6110536963080689,17.62447191810402
-0.024803339474675206,0.019186733985573745,-0.003521519556138951,0.023501382567228845,4.189492790098444
-0.18162413869862018,-0.3889590380874549,-0.0057512086385114155,0.13346818523953174,30.430912961674714
0.20189774987341386,-0.2531714600779735,0.023527329221289816,-0.170455815763744,4.022184347376628
0.24490901511466484,0.44948910890169774,-0.12684979372641061,-0.20046372795881667,29.37499643469485
-0.2091354438029711,0.1926553581566847,-0.016733965159118815,0.18776015503112875,6.675615509655046
0.25957278878976325,0.09816357804483404,0.2527319620350512,-0.14524110920379293,33.04596619116083
-0.08248420112311389,0.08807346796978285,-0.006319732062051117,0.06875298940511686,5.673641355326372
0.02168678295332441,0.22935148076328,-0.09763055864440964,-0.021389462275170423,34.46452044880878
-0.3929249678724682,0.39345715425421496,-0.018230843693256973,0.3336666276587683,9.510002156181407
-0.3418613986302396,0.021218039269915875,-0.31852614434351806,0.25310069870348617,41.91887834449409
-0.027547878522930763,0.025970523737118452,-0.0024439239008572436,0.020538998302891607,6.683337584296166
0.08973609097886974,0.13259947987543635,0.18639858939905996,-0.04397818496753201,37.12888193909309
-0.1946062484783968,0.10130864167926233,-0.019904516866860764,0.13762818626250115,9.465473707296193
-0.1655830656745797,-0.36481500245542015,0.5412106878165326,0.1331521525258165,44.11268202675474
-0.1028476906508891,0.11456055105356108,-0.00599221452792333,0.07649423572553092,6.320554011028691
-0.7546476405892815,-0.16309133408387666,-0.21044917186188963,0.5086577652153457,51.32604244965867
0.23291209485880443,-0.32137880882875586,0.01421371850342844,-0.1587167866788252,2.640767709985523
0.4088150484030712,-0.048629870784579476,-0.17050838570335536,-0.37298042166685774,17.303920438050035
0.13428456141553427,-0.19748495838295538,0.012004663319912673,-0.1289828279106269,-0.32532046560407046
-0.3759268433525729,0.410922392405633,0.10236321527804362,0.36543429635261515,25.352027948547047
-0.06488994640207779,0.0825315724224352,-0.004893177173991958,0.06266837675839988,1.9325314915892866
0.3084287980799612,0.10417588908166163,-0.17897231850988699,-0.2522024076003052,27.793345598743368
0.18900517765273714,-0.28537882879655807,0.014880370593252595,-0.1686886121151561,0.5218207256769377
-0.11739806562888859,0.5179580857337502,-0.18521096880136767,0.10459258439657623,32.20767450467719
-0.39639303529533,0.20615081825228151,-0.03708447943578184,0.3573205617936608,9.493059287128546
0.6259941720071999,0.02516163510278932,0.04654514789228756,-0.3130189673208919,30.335218757245713
0.530422099542398,-0.6750898502417952,0.07466178052378505,-0.3261595215465287,6.661844008168075
0.34275697027495944,-0.029012307344967115,0.03086332858038228,-0.22585219432012216,33.494701587588594
