eta.ETA_Cl,eta.ETA_Vc,eta.ETA_Ka1,eta.ETA_Ka3,ofv
0.2826937387497394,0.23858581149468203,0.053553355378239506,-0.05697553429788382,20.53992254179527
-0.2596968291638401,-0.009965424407138898,-0.0022218272930533893,-0.04179001315175346,5.554118303531409
0.8370997740674924,-0.07499490795660191,0.018493658786886007,0.028089345008557334,19.36695559714313
0.29862054635297014,-0.12754856722367383,0.0025781406867472958,0.05403007893550785,4.9537725515297595
-0.4020849851246037,-0.2967795007022289,-0.047349147751295194,0.021655920728750472,35.530741342552204
0.2767092214077274,-0.14828222815231368,0.0019122800998531305,0.04929766268721288,5.465083700274322
0.22713908269657151,0.22140991846152888,0.03349267031040374,-0.12876196378240393,33.3367456228599
-0.010898505265159586,0.0016765891377488237,-9.585335366790724e-5,-0.0012087409342211887,8.304826307242893
0.1494398035410287,0.15228439413031417,-0.012977976111752542,-0.012995733688049219,34.26180180171712
-0.05352524733641971,0.004677383379672404,-4.8673452379116415e-4,-0.009127271215208394,8.33983759516969
0.6222591432417675,-0.28436865071125506,0.07507863135037394,0.10198754168231501,37.725607723326476
-0.1305553238785557,0.04166865685702497,-7.854175442597802e-4,-0.015091491774587627,9.452860759828344
0.27725235993505604,0.14239522437614988,0.10587533891742229,0.01687826284414131,37.52645202015442
0.7819025656378807,-0.30775947866587433,0.012920034045340426,0.20794036892686893,11.910721035518469
0.41733238360313446,-0.158207154128258,0.05445851740413689,0.1512702249972827,39.92719859649989
-0.14709123840701893,0.01863350853836621,-0.001166579615131188,-0.014188288758306218,10.759456736356428
-0.002264317551663058,0.5084243160139339,-0.10130880203014499,-0.26870850401635976,39.485168898150555
-0.617356070333756,-0.07574702986299511,-0.004351017189762639,-0.08712742348418993,12.923308940325121
0.013714652053437493,-0.02047849570784162,-0.031189721955906545,-0.01735781077779345,45.691037868760404
0.15443757288789897,-0.07953088877609021,9.521321630203092e-4,0.022502761502482656,9.136928588152669
0.40114824324719695,0.17989631121437163,0.06035794177534478,0.03789337352305366,21.2960198263782
0.09032484620511942,0.013609790948055863,0.0011738920849415555,0.015029251855999334,5.147171412897684
1.2434631321327372,-0.23215453537108394,0.07823140087051107,0.11469445530653315,23.350628243808472
0.3084504507697428,-0.05252510658983471,0.0037816556262886907,0.042740036305641604,5.9838893269471845
-0.8327506939444821,-0.3449667812697383,-0.013099518942796342,-0.0953459325520212,39.567870698165834
0.4030902182617055,-0.12564273711700244,0.004614974652524565,0.08686803275105857,7.255168087250613
0.18091188800587846,0.43205224310753326,-0.02862626061239914,-0.24596493520936438,35.09448581705122
-0.35810388183189945,0.07966505550929631,-0.0019388637279383384,-0.033446463239875796,9.565346088369953
0.1491225392787089,0.17016006308253842,0.004961728187303911,-0.09456807981653821,34.30493951936479
-0.5512533302891064,-0.10646995445976273,-0.004494752249433689,-0.08456236487065263,11.289992650667628
0.019401850404897204,-0.0029616743911557147,0.0721575518771014,0.05129848348581673,39.79789288988472
-0.19853517932691778,0.08981385779923415,-8.623302381021763e-4,-0.018371319948176458,9.007320552320392
-0.36241662360290333,-0.1832078360838399,-0.10885913220499144,-0.0886363907693429,42.28734919005207
0.07607963672163358,-0.010488716953480812,7.364006198520284e-4,0.01374217654334753,8.769028829077627
-0.022008536174310915,0.17752946766632502,-0.014132567182890306,-0.10697262187992826,42.39935702283914
0.17103393454752452,-0.027922716783247,0.0018323423556063892,0.02166670765140158,10.03579186143879
-0.002457717698907266,-0.4136567980664429,0.0871727366140776,0.1949833374611418,43.5123642319632
-0.1805800506861437,0.04454594271614723,-0.0011411111322774167,-0.024578489495752802,9.41027265664033
-0.7053933666180828,-0.5068163274746228,-0.011274248286723897,0.1655145517963034,55.85484503823029
0.3488633691150206,-0.2288922581547145,0.001985577618195652,0.05920114062572083,7.847412093519845
