run,index,mlx.dose,mcmc.dose,sir.dose,sir_1e5.dose,mlx_sir,mlx_sir_1e5,mlx_mcmc
101,18,5917.625590551259,5928.234033150387,5954.328731081849,5999.421002952953,0.00620234247147945,0.013822336535163338,0.0017926856704261738
101,19,6411.850620011729,6414.132517583335,6413.375885085068,6424.811988626057,2.378821909198427e-4,0.0020214707706812905,3.558875131127394e-4
101,20,7723.408894023298,7734.114880381026,7714.009632195037,7875.475496600056,-0.001216983582927285,0.019689052420160516,0.0013861737096442738
201,1,5959.695757503958,5989.736560256748,5986.5856582140505,5995.98965196564,0.004511958630813513,0.006089890480732062,0.005040660459045281
201,2,5821.138995475012,5645.632712412913,5687.726132293657,5662.264857227187,-0.02291868709629875,-0.02729262063168797,-0.030149818308500564
201,3,5877.886305446911,5798.062403087105,5801.371046450655,5792.209040732549,-0.013017478566291978,-0.014576203121684618,-0.01358037536143479
201,4,7223.4617737951585,6987.9753718492375,6990.388975209814,6994.026285785877,-0.03226608043125141,-0.03176253923591231,-0.032600214318320955
201,5,3163.0888518999736,3106.064898772316,3090.185915386376,3086.1038558867544,-0.02304802044046499,-0.024338549948407735,-0.018027932757375714
201,6,8060.417412808169,7729.642035566712,7925.6120463819425,7855.679105400211,-0.016724365441920862,-0.025400459668828645,-0.04103700345789132
201,7,5160.116901429261,5022.546321438552,5002.799473866508,5001.8379030016,-0.030487182861918958,-0.03067352958298679,-0.026660361115579477
201,8,7890.442613752531,7252.071733317928,7614.124369936698,7703.0017098227745,-0.035019359159171634,-0.023755435924856582,-0.08090431825991147
201,9,5768.58432401352,5962.338930535044,5907.678476609787,5938.580798979016,0.02411235491821531,0.029469357717080324,0.033587895337675866
201,10,3351.3985857543553,3246.185855746742,3243.1413205789095,3281.275857022309,-0.03230211578998997,-0.02092342254666868,-0.031393678583871314
201,11,4039.504016135559,3700.9298530390924,3706.2945011111633,3707.0690002804213,-0.082487729605766,-0.08229599835208627,-0.0838157758338777
201,12,6877.463904563944,6803.5161886993465,6826.975056060864,7048.496829085452,-0.0073412015248201816,0.024868603731676306,-0.010752177967161035
201,13,5623.42435888951,5321.038750661729,5302.751644839956,5306.5537796185,-0.05702445584470869,-0.05634833138105623,-0.05377250389253828
201,14,7945.852021519444,7810.560489933563,7826.076814574272,7844.527350551152,-0.015073928714100028,-0.012751895038301493,-0.01702668653021426
201,15,5475.483633661233,5695.459009557972,5717.264169456164,5715.956570913158,0.04415692785721326,0.04391811816833622,0.04017460202865229
201,16,7271.4252626930775,7139.615497402562,7243.084426806345,7319.443430077442,-0.003897562700965768,0.006603680248317678,-0.018127087954376866
201,17,6657.639082156093,6817.774846758246,6781.0301794239385,6789.175119445479,0.01853376185539415,0.019757159507479378,0.0240529356767554
201,18,3332.4572948925334,3260.7268922022045,3251.779405894386,3275.82932379239,-0.02420972929549549,-0.01699285724889375,-0.02152477776692472
201,19,5834.7363401885,6060.885433791994,6088.626528209574,6123.885255824478,0.04351356654667124,0.04955646644123017,0.038759093884983886
201,20,6974.833398984725,6878.803600657597,6887.894668005204,6760.375066017389,-0.012464631913957417,-0.03074744882057729,-0.013768041877689407
207,1,8288.376256028927,8368.10324667013,8294.592315546837,8282.714158755918,7.499731341695208e-4,-6.831370944206661e-4,0.009619132647750014
207,2,9083.888657827569,9114.775537426012,9100.264846444863,9157.137032421364,0.00180277293504505,0.00806354826142406,0.003400182538766412
207,3,6554.774670406444,6548.3965832075855,6523.508217567582,6542.0453252040215,-0.004770027104062683,-0.0019419958492078913,-9.730444629399977e-4
207,4,8587.967134903047,8746.41291539313,8763.759610884765,8826.11988966691,0.020469626073353907,0.02773098115338235,0.01844974229653614
207,5,4452.783491314682,4538.42377032797,4460.37208864617,4457.036826596714,0.0017042367647764273,9.552081951274298e-4,0.019232976222700347
207,6,9094.071235489342,8925.172829091542,8763.041671479012,8771.463921209732,-0.036400590608802075,-0.03547446527806434,-0.01857236456854214
207,7,6704.9701820631435,6698.123090407207,6737.009187652512,6704.307812713045,0.004778396431214263,-9.878781442916566e-5,-0.001021196436376908
207,8,9121.68925773892,9325.091902328917,9400.042495269043,9615.468051308695,0.03051553606630095,0.05413238487058173,0.022298791248279774
207,9,7580.3945782842875,7606.447543551657,7640.7215752582115,7585.494481707376,0.007958292454424996,6.72775456530707e-4,0.0034368877501448195
207,10,9088.993994124907,8865.305104352154,8961.448714071126,8832.023032920073,-0.014032936993491835,-0.028272761690781044,-0.024610962436254748
207,11,7251.500943952288,7207.1548831208265,7380.23053059414,7277.185766181835,0.017752129888255957,0.0035420008117033517,-0.006115431987697126
207,12,8736.47982533378,8818.50032274,8880.02227897869,8787.087510421426,0.016430239239913304,0.005792686081743863,0.009388277549543389
207,13,6699.97424096183,6827.054717259515,6701.626423584353,6706.40973566849,2.4659536934061056e-4,9.605252908756886e-4,0.018967308190641886
207,14,9722.775615522776,9329.275378980476,9775.193432734755,9678.517743721504,0.0053912400414025926,-0.004551979141698236,-0.04047200635938391
207,15,6706.7216945471355,6586.90162103939,6730.741445771519,6750.551664049863,0.0035814444550326583,0.006535230101819031,-0.017865669542418073
207,16,8730.542441765587,8696.09417071315,8842.730774370846,8861.50868444438,0.012850098760022908,0.01500092847063776,-0.003945719442086649
207,17,11299.456629830009,11459.167837619603,11430.2821407496,11246.7253506008,0.011578035582190543,-0.004666709290250355,0.014134414868053457
207,18,9395.765871987584,8811.99650616414,9220.184721342446,9092.71667626991,-0.018687263288308695,-0.032253804516476914,-0.06213111030830243
207,19,6282.787100397041,6303.869674011112,6280.27206386577,6324.051193380652,-4.003058660243587e-4,0.006567800615272001,0.0033556084707594474
207,20,8878.907258906132,8958.957882002998,8997.376627756044,8828.28766650738,0.013342787056490458,-0.005701106107170755,0.009015819262733005
405,1,6996.383347834246,7078.366868997637,6989.435550916394,6992.075309548412,-9.930554934503744e-4,-6.157521781831692e-4,0.011717985863191603
405,2,7001.624038202161,7084.325384770298,6988.387419280625,6989.901654614747,-0.001890506952289063,-0.0016742377944680101,0.011811737693555613
405,3,7003.021245532029,7025.523436282099,6988.387419280625,6989.901654614747,-0.0020896447030972717,-0.0018734186942032226,0.003213211835452731
405,4,6973.918626974151,7096.228124875361,6988.387419280625,6986.920699568942,0.0020747004776497722,0.0018643854754055267,0.01753813091941354
405,5,7014.90448988619,7022.244406560045,6995.581828328529,6982.2083456609325,-0.002754515273232874,-0.004660953584243056,0.0010463316620257525
405,6,6982.384770142333,7047.3442224940745,6988.387419280625,6989.901654614747,8.596846687625273e-4,0.001076549734777896,0.00930333324361005
405,7,7011.802678172749,7025.732629896549,6993.064065567225,6994.521952856543,-0.0026724386674280474,-0.002464519626315221,0.001986643430107149
405,8,7003.373478584042,7045.606528250617,6989.435550916394,6984.177247172481,-0.0019901734086106852,-0.0027409978163040853,0.006030386612355022
405,9,7033.0066852584205,6994.595082807318,6996.104532696339,6999.718263433748,-0.005246995234545991,-0.004733170792293872,-0.005461618930579878
405,10,7029.019564710574,7023.488633605939,6988.3043954231935,6992.075309548412,-0.005792439317112195,-0.005255961350234574,-7.86870921857025e-4
405,11,7087.09986023693,7060.995931215445,7006.101259708263,7013.15366530059,-0.011429019221687594,-0.010433914632870469,-0.0036833019904156097
405,12,6985.645475974779,7054.609587773459,6983.956804509875,6984.177247172481,-2.4173449264097325e-4,-2.1017797243622313e-4,0.009872260485571821
405,13,7047.049623728861,7094.291955791736,7005.008336083258,7023.317401548949,-0.0059657998581479224,-0.0033676820012732813,0.0067038455219330904
405,14,7024.382540567596,7056.62640079534,6993.064065567225,6993.183812679974,-0.004458537788837516,-0.0044414904381191705,0.004590276802484337
405,15,7054.5308961969895,7141.408839401316,7015.975963094777,7013.15366530059,-0.005465272414214895,-0.00586534122611977,0.012315197776107468
405,16,6978.739001710339,7025.718320892742,6993.064065567225,6989.901654614747,0.0020526722454264805,0.0015995229083179859,0.006731777642191406
405,17,7091.115119056816,7094.4278724132855,7047.8371255000775,7044.1271882455485,-0.00610312945568074,-0.006626310534007734,4.671695919258967e-4
405,18,6911.2687075114845,7028.500022424538,6988.3043954231935,6986.920699568942,0.011146388770557132,0.010946180109483419,0.016962343655607084
405,19,6933.468454067137,7073.332434012602,7007.0373031057825,7034.506171412479,0.01061068490121859,0.014572463697599064,0.020172296286056005
405,20,6877.490261326515,7031.513364370749,6987.14017680184,6999.718263433748,0.015943303633871888,0.017772181051937664,0.02239524843973041
504,1,7115.719510128711,7098.547521583347,7124.566598674963,7219.669959025239,0.0012433160882267583,0.014608564706430969,-0.002413246969743667
504,2,11368.754900578833,11127.261975732987,11228.86890960095,11124.929508830386,-0.012304424908550162,-0.021446974086496748,-0.021241809411649038
504,3,13532.287091506743,13295.737724071885,13556.326958533342,13556.326958533342,0.0017764821913722703,0.0017764821913722703,-0.01748036867938779
504,4,14297.446928005118,15422.694262781723,15581.144016286871,15626.58449393766,0.08978505706269223,0.09296328027132554,0.07870267611013311
504,5,2044.8251580894905,2049.6883947255733,2043.19890290885,2035.6076598927123,-7.953028033751252e-4,-0.004507719479248921,0.002378314163850843
504,6,17335.64459298748,18468.53911750228,19214.84847424931,18134.537293903137,0.10840115411814544,0.046083818610288166,0.06535058551979514
504,7,5265.473453095561,5264.029501953871,5261.9286026082,5259.458457636354,-6.732254029838732e-4,-0.0011423465549277156,-2.7423006773331677e-4
504,8,20474.53909447691,19697.91125220965,19837.932925640016,19724.365216110025,-0.031092576291918618,-0.03663935363356955,-0.03793139560717912
504,9,4274.913829601708,4270.778757182319,4272.032686361501,4246.889321539231,-6.739652201306712e-4,-0.006555572621937103,-9.672878996426987e-4
504,10,5523.903941240474,5482.6664048679595,5457.866633684607,5566.878215633282,-0.011954825474578537,0.007779692559816252,-0.00746528846467479
504,11,7640.310421273,7432.779892300875,7674.1478050273845,7800.028515813236,0.004428796984500822,0.020904660378134675,-0.02716257815838162
504,12,14180.539077849033,14517.955472643522,14815.935979403434,14725.013992152326,0.044807669022042605,0.03839592495843829,0.023794327771470714
504,13,9981.288175796908,9992.492341012716,9941.518696899868,9915.681574372818,-0.003984403435367704,-0.006572959348391077,0.0011225169555745436
504,14,13851.379511050825,18074.326179741158,17409.81996428221,17228.684332786564,0.2569015201982165,0.24382443777829332,0.30487552992979555
504,15,8284.468761741224,8307.720965023702,8252.035809896235,8172.610127952847,-0.003914910270984211,-0.013502209617224358,0.0028067223078756614
504,16,18774.822679470144,16747.195273886515,17382.69993989483,17265.182275156607,-0.07414838282854044,-0.08040770504662587,-0.10799715343254854
504,17,11143.68223258627,11180.210369305285,11151.110947262017,11110.015876721573,6.666301605428023e-4,-0.0030211159257799844,0.0032779233970077937
504,18,2563.4273323788443,2575.1900876362124,2616.091629650182,2478.039995977326,0.020544486128446407,-0.03330983302041942,0.004588682935846025
504,19,7197.773360943438,7396.786135468334,7248.165885454992,7240.821638258603,0.0070011268741794795,0.005980776992611887,0.027649213797808474
504,20,18441.82476071373,14796.2706835008,16097.22713537227,15794.350293483525,-0.12713479581131867,-0.14355816203557417,-0.1976785987566147
513,1,9294.951458924634,9291.140467205505,9336.088418395484,9397.696826742378,0.0044257315008732305,0.0110538896595412,-4.100066295095594e-4
513,2,18422.22223953152,18513.268970057194,18269.086598549016,17891.01439688592,-0.008312549864581178,-0.028835166340882658,0.0049422230033845565
513,3,69906.21091587207,69779.6188554609,68551.27702699073,57771.5204523887,-0.01938216749455807,-0.17358529813733922,-0.0018108843084560864
513,4,29963.060654214158,30177.01233984924,37523.97633110064,40076.81117919801,0.25234123323189533,0.33754063517411076,0.007140515052990446
513,5,1491.329516930481,1493.64221816671,1490.0104597877332,1494.288000400342,-8.844840310428456e-4,0.0019837892540008678,0.0015507647437899125
513,6,99999.99849478915,99999.99849478915,99999.99849478915,99999.99849478915,0,0,0
513,7,5823.667100091084,5816.141992875813,5819.036326278184,5872.824370031242,-7.951645815790937e-4,0.008440947790334677,-0.0012921595767644092
513,8,46461.17895531542,49034.56277631587,47513.70548939331,47565.28225778313,0.022653892082466646,0.023763996680531786,0.05538782869619879
513,9,4549.5305629076865,4541.835604052533,4529.387241381166,4586.581115865265,-0.004427560436839144,0.008143818894118781,-0.001691374252519662
513,10,5345.520932457355,5404.601879755562,5302.815197953849,5324.997224116644,-0.007989068800423613,-0.0038394215643406263,0.011052420904289059
513,11,10311.478783521172,10242.243211644582,10299.202784617497,10480.455969394181,-0.001190517787157091,0.016387289293854967,-0.0067144173333543574
513,12,14190.25466303501,12975.67278757945,13788.839502713448,13956.95776149475,-0.02828808713117956,-0.016440642333783322,-0.08559267640343994
513,13,13924.65987971216,13947.406698253735,13931.156610278853,13999.936882916028,4.6656296260118383e-4,0.0054060209623894954,0.0016335636732295407
513,14,29888.26600319756,61108.25679655314,37857.23561947469,44644.74886813535,0.26662535777166124,0.493721611797723,1.0445567765629342
513,15,11853.878614022295,11872.303688527354,11930.317553268307,12008.301606049085,0.006448432764917189,0.013027212194000238,0.0015543498550140292
513,16,23777.51788895165,23684.7291750846,22966.758198175532,22877.18652018913,-0.03409774285788013,-0.03786481721798486,-0.0039023717404146406
513,17,19311.97677074483,19394.864051104814,19263.195854632726,19301.58380923411,-0.0025259411137031223,-5.38161454629701e-4,0.004292014294753497
513,18,1729.905355180252,1635.9740584408103,1762.9691682196017,1662.9017967648535,0.019113076296537943,-0.038732499564068226,-0.05429851781090895
513,19,9170.714711773251,9240.700538647065,9328.954527952234,9259.08134352917,0.017254905550146065,0.009635741000913942,0.007631447392422594
513,20,60851.88293430552,44804.72029572885,62362.645997528445,66836.7735766991,0.0248268909748268,0.09835177407500678,-0.2637085635608165
301,1,4749.772123439907,4755.876301386546,4742.504927797203,4727.86023515596,-0.0015300093254665011,-0.004613250428544235,0.0012851517479155897
301,2,7365.97393748433,7409.617275150098,7488.64893832752,7363.798393705487,0.016654281142499762,-2.953504583789435e-4,0.005924992137655208
301,3,3713.3959776242154,3642.405283750004,3664.9039242853996,3620.9615995646727,-0.013058680957003792,-0.024892141483570274,-0.019117458601770356
301,4,7175.882417337561,7143.805979909332,7239.437100972673,7337.521171160501,0.008856706386598334,0.022525279041976314,-0.004470033866598684
301,5,2645.217347299961,2648.5898768640636,2643.9124465252057,2651.714311746191,-4.933056922855011e-4,0.002456117435061236,0.0012749536697031353
301,6,7484.831204833832,7275.437233881445,7440.010696305331,7506.296791812135,-0.005988178931751319,0.002867878565443124,-0.027975777305058964
301,7,4770.032153131651,4784.472403135004,4772.551752586917,4785.969753650878,5.282143546164103e-4,0.003341193519788674,0.0030272856743476153
301,8,6309.317458694022,6420.57588383455,6393.59159151922,6302.189433796859,0.013357091852950097,-0.0011297616491529113,0.017633987490551385
301,9,3450.2460146710764,3446.106340820783,3445.1163574655166,3424.8797028885674,-0.0014867511428888294,-0.007352029876897708,-0.0011998199063750522
301,10,3259.9625700072684,3166.116647433386,3220.1337429964005,3264.962018117869,-0.012217571875611757,0.0015335906481249416,-0.02878742333954873
301,11,3160.7796237685325,3165.941972336551,3167.0144814321193,3148.9317378410715,0.0019725695574287195,-0.003748406196486107,0.0016332516601911733
301,12,6512.872963175898,6562.638376345967,6533.952742671208,6564.617006714419,0.003236632990463135,0.007944887583572544,0.007641084579945794
301,13,6207.95784336135,6215.215864026206,6210.97730160263,6198.766985948609,4.8638510722321646e-4,-0.001480496105908567,0.0011691478660116655
301,14,6484.923122755357,99999.99849478915,6146.300520720066,5913.054467123937,-0.05221690305735117,-0.08818433847345922,14.42038303336131
301,15,3838.5451787440647,3844.5631046025237,3852.970018420242,3731.332720615968,0.0037578923796585196,-0.027930492709004856,0.0015677621542096775
301,16,6960.207548884664,6797.3264676837025,6986.412020523705,7099.397794389344,0.0037648980227953303,0.019998002146787233,-0.02340175634950172
301,17,6799.849552666372,6796.531402053784,6796.123500101701,6781.379967940873,-5.479610299921434e-4,-0.0027161754951264367,-4.879741216166124e-4
301,18,7100.992527763767,7008.380728292972,7144.723775997972,7266.01256390281,0.00615846982843914,0.023239009968513694,-0.013042092229881544
301,19,3571.802446527381,3591.4546715923193,3573.1545731157535,3630.28719293785,3.7855581561822865e-4,0.01637401488073043,0.005502047036236482
301,20,5978.64592104422,6311.562222837078,6146.4845436432115,6142.382727647524,0.02807301599986326,0.027386938240809237,0.055684231210452934
